task,model,n,parse_ok,parse_err_rate,mean_latency_s,median_latency_s,gpu_hours_per_1000,gpu_hours_per_1000_correct,usd_per_1000,usd_per_1000_correct,f1_uncivil,f1_relevant,f1_entails,f1_FAVOR,f1_AGAINST,f1_NONE,f1_No Event,f1_Action,f1_Speech,f1_Thought,f1_Mixed,f1_pro,f1_neutral,f1_contra,f1_PROTEST,f1_RALLY,f1_DEMONSTRATION,f1_MARCH,f1_ASSASSINATION,f1_DRONE_ASSASSINATION,f1_ATTACK_ON_STATE,f1_CONVENTIONAL_ATTACK_ON_GOV_FORCES,f1_GUERILLA_ATTACK_ON_GOV_FORCES,f1_GOV_ATTACK_ON_NONSTATE_COMBATANTS,f1_GOV_ATTACK_ON_CIVILIANS,f1_RIOT,f1_TERRORISM,f1_THREAT_OF_VIOLENCE,f1_VIOLENT_POLITICAL_DEMONSTRATION,f1_OTHER,f1_External Relations,f1_Freedom and Democracy,f1_Political System,f1_Economy,f1_Welfare and Quality of Life,f1_Fabric of Society,f1_Social Groups,f1_Demonstration / Assembly,f1_Petition,f1_Strike,f1_Non-verbal Protest / Cultural Event,f1_Leaflet / Resolution / Open Letter,f1_Attack with Damage to Property,f1_Blockade / Sit-in,f1_Referendum unspecified,f1_Coronavirus,f1_COVID-economy,f1_BLM and responses,f1_health,f1_education,f1_election outcome,f1_pol-neg,f1_partisan-neg,f1_societal divides,f1_morals,"f1_nat ident, goals-loss",f1_racism/discrimination,f1_welfare,f1_terrorism,f1_immigration,f1_asylum,f1_crime,f1_europe,f1_constitutional,f1_international trade,f1_devolution,f1_scot-ind,f1_constitution,f1_foreign affairs,f1_war,f1_defence,f1_foreign emergency,f1_domestic emergency,f1_economy-general,f1_economy-personal,f1_unemployment,f1_taxation,f1_debt/deficit,f1_inflation,f1_living costs,f1_poverty,f1_austerity,f1_inequality,f1_housing,f1_social care,f1_pensions/ageing,f1_transport/infrastructure,f1_environment,f1_pol value-auth,f1_pol values-liberal,f1_pol values-right,f1_pol values-left,f1_other,f1_uncoded,"f1_Agriculture, Forestry, and Fisheries",f1_Committees on Cabinet,"f1_Economy, Trade and Industry","f1_Education, Culture, Sports, Science, and Technology",f1_Environment,f1_Financial Affairs,f1_Foreign Affairs,"f1_Health, Labour, and Welfare",f1_Internal Affairs and Communications,"f1_Land, Infrastructure, Transport, and Tourism",f1_No Policy Area,f1_Security,f1_Positive,f1_Negative,f1_Neutral,f1_No Topic,f1_promote,f1_attack,f1_unclear,avg_f1,accuracy,mcc,headline_f1,headline_f1_lo,headline_f1_hi
brandt_political_relevance,gpt-5.4-nano,320,320,0.0,0.6184785135124897,0.5580785834999915,,,0.24000000000000002,0.2931297709923664,,0.6463414634146342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81875,0.6113556888180237,0.6463414634146342,0.557816944959802,0.7261921388667198
brandt_political_relevance,gpt-5.5,320,320,0.0,0.9802988923125128,0.88304041650008,,,4.33,5.3498069498069505,,0.6347305389221557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.809375,0.5989126533845525,0.6347305389221557,0.542992211254113,0.7205077278636429
brandt_political_relevance,mistral-small:24b-instruct-2501-q4_K_M,320,320,0.0,6.244998002228238,6.045540166998762,1.6793167130552118,2.066851339144876,,,,0.6385542168674698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8125,0.6030151940471857,0.6385542168674698,0.5454236239950525,0.7251522588855558
brandt_political_relevance,qwen3:14b-q4_K_M,320,320,0.0,3.597741821831119,3.453191729500759,0.9592199248613219,1.0808111829423346,,,,0.7391304347826086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8875,0.7027433854129748,0.7391304347826086,0.6554549405969284,0.8187919463087249
brandt_political_relevance,qwen3:30b-a3b-q4_K_M,320,320,0.0,1.2388641049624654,1.1385477709991392,0.3162632697219831,0.386275749278758,,,,0.6419753086419753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81875,0.6021459053220305,0.6419753086419753,0.5477454978692206,0.7263070803983482
burnham_polnli_entailment,claude-sonnet-4-6,500,500,0.0,1.4308492502603039,1.252619250000862,,,,,,,0.8789473684210526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.908,0.8141460214614297,0.8789473684210526,0.8395688031934926,0.9113924050632911
burnham_polnli_entailment,deepseek-v4-pro,500,500,0.0,2.48688130266792,1.2631263959992793,,,,,,,0.8894601542416453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.914,0.8241056846523735,0.8894601542416453,0.8542596021040877,0.9190633488936362
burnham_polnli_entailment,gemma4:26b,500,500,0.0,0.7654372030799991,0.7479921249999961,0.2077755902777767,0.23241117480735649,,,,,0.8555858310626703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.894,0.7900345034438685,0.8555858310626703,0.8130508259413828,0.8919109787753855
burnham_polnli_entailment,gemma4:31b-it-q4_K_M,500,500,0.0,3.0166044415779725,2.870602812499783,0.7973896701388286,0.870512740326232,,,,,0.8900523560209425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.916,0.8304578416945162,0.8900523560209425,0.8510501206404913,0.9207214655326236
burnham_polnli_entailment,gpt-5.4-nano,500,500,0.0,0.9672349582178577,0.8512134789998527,,,0.24000000000000002,0.26548672566371684,,,0.8769230769230769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.904,0.8027976861729627,0.8769230769230769,0.8426317460317461,0.9082131287297528
burnham_polnli_entailment,gpt-5.5,500,500,0.0,2.4531187750680403,1.8744906464999076,,,4.33,4.6659482758620685,,,0.9081632653061225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.928,0.8528853665875817,0.9081632653061225,0.8759493670886076,0.9350120967741936
burnham_polnli_entailment,mistral-small:24b-instruct-2501-q4_K_M,500,500,0.0,1.823266874071989,1.8162305410005501,0.5045084836112639,0.5746110291700044,,,,,0.8337874659400545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.878,0.7552158827544075,0.8337874659400545,0.7893142994626675,0.8708922745660967
burnham_polnli_entailment,qwen3:14b-q4_K_M,500,500,0.0,1.1466471375739966,0.9602501250001296,0.26673614583336935,0.29703356997034447,,,,,0.8702290076335878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.898,0.7896581060431902,0.8702290076335878,0.8323932123626809,0.9037037037037037
burnham_polnli_entailment,qwen3:30b-a3b-q4_K_M,500,500,0.0,0.5851908929160272,0.5626516880010968,0.15629213555586022,0.17680105832110884,,,,,0.8432432432432433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.884,0.7667854467921127,0.8432432432432433,0.8023558300106972,0.8802147868075803
chae_semeval_stance,claude-sonnet-4-6,500,500,0.0,1.468401048757136,1.3050381040666252,,,,,,,,0.7837837837837838,0.7709750566893424,0.7596439169139466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.771467585795691,0.77,0.6568394006986632,0.771467585795691,0.7311829752052471,0.8061289385652967
chae_semeval_stance,deepseek-v4-pro,500,500,0.0,1.4939997919160068,1.4338871875002042,,,,,,,,0.7927927927927928,0.7526881720430108,0.6964856230031949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7473221959463329,0.744,0.6041262354772756,0.7473221959463329,0.7075886318417925,0.7887141099875672
chae_semeval_stance,gemma4:26b,500,500,0.0,0.8539524887639969,0.8530996670000377,0.2369721297222327,0.31765701035151833,,,,,,0.7817258883248731,0.7392290249433107,0.7348066298342542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7519205143674794,0.746,0.6175428245279786,0.7519205143674794,0.7115888281455797,0.789122673275666
chae_semeval_stance,gemma4:31b-it-q4_K_M,500,500,0.0,4.382361806086018,4.302273729000007,1.1950760358333352,1.5560885883246551,,,,,,0.7945205479452054,0.7540229885057471,0.7687861271676301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7724432212061942,0.768,0.656998920532954,0.7724432212061942,0.7341006095329606,0.807873042139806
chae_semeval_stance,gpt-5.4-nano,500,500,0.0,0.7546383071499995,0.6984697085000047,,,0.24000000000000002,0.3305785123966942,,,,0.7961165048543689,0.681592039800995,0.7346938775510204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7374674740687949,0.726,0.617038542530331,0.7374674740687949,0.7013631695665263,0.7736471274690523
chae_semeval_stance,gpt-5.5,500,500,0.0,2.3101596336979986,1.6969377709999662,,,4.33,5.638020833333333,,,,0.8054298642533937,0.7638888888888888,0.7492795389048992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7728660973490605,0.768,0.6591489921020738,0.7728660973490605,0.7365151649069113,0.8070205464157376
chae_semeval_stance,mistral-small:24b-instruct-2501-q4_K_M,500,500,0.0,1.7221592863100152,1.5748547715002132,0.4374596587500592,0.6668592358994805,,,,,,0.7126436781609196,0.6285714285714286,0.6575963718820862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6662704928714781,0.656,0.5288355013095276,0.6662704928714781,0.6228181926591454,0.7066389516424977
chae_semeval_stance,qwen3:14b-q4_K_M,500,500,0.0,0.8952592560719871,0.8946354375004644,0.248509843750129,0.3490306794243385,,,,,,0.7872340425531915,0.6811594202898551,0.7085427135678392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.725645392136962,0.712,0.5859469474086365,0.725645392136962,0.6856740188945344,0.7673942596720641
chae_semeval_stance,qwen3:30b-a3b-q4_K_M,500,500,0.0,0.5721758095079226,0.5732237709999026,0.15922882527775073,0.21634351260563958,,,,,,0.7684210526315789,0.7373068432671082,0.7170868347338936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7409382435441936,0.736,0.5939690372063572,0.7409382435441936,0.6980435194877408,0.7801382454873061
douglass_icbe_sentence_event_type,claude-sonnet-4-6,500,500,0.0,1.5110250064918656,1.3526482289962587,,,,,,,,,,,0.6212765957446809,0.6586102719033232,0.4900662251655629,0.30952380952380953,0.39195979899497485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4942873402664703,0.542,0.42703003921431837,0.4942873402664703,0.4526575229770412,0.5398855082487458
douglass_icbe_sentence_event_type,deepseek-v4-pro,500,500,0.0,1.2771498939220618,1.2745373955003743,,,,,,,,,,,0.5984251968503937,0.6628242074927954,0.6403940886699507,0.36538461538461536,0.2608695652173913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5055795347230292,0.574,0.44623907584301775,0.5055795347230292,0.45883891839814434,0.5518506773795907
douglass_icbe_sentence_event_type,gemma4:26b,500,500,0.0,0.7980927050960006,0.7964002704999977,0.2212222973611105,0.37880530370053167,,,,,,,,,0.6544117647058824,0.6686746987951807,0.6114649681528662,0.3111111111111111,0.40268456375838924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5296694213046859,0.584,0.46254618094834793,0.5296694213046859,0.4835219373541128,0.5732299028545712
douglass_icbe_sentence_event_type,gemma4:31b-it-q4_K_M,500,500,0.0,2.9988333299079994,3.0394989164999515,0.8443052545833198,1.4812372887426666,,,,,,,,,0.5982905982905983,0.6612021857923497,0.6292134831460674,0.3058823529411765,0.36496350364963503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5119104247639654,0.57,0.44925323625470875,0.5119104247639654,0.46379308698914473,0.5577563054089212
douglass_icbe_sentence_event_type,gpt-5.4-nano,500,500,0.0,1.0415158393160053,0.9238346250003814,,,0.24000000000000002,0.4669260700389105,,,,,,,0.44559585492227977,0.6178010471204188,0.6358381502890174,0.22916666666666666,0.38461538461538464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46260342072275346,0.514,0.3919212743461286,0.46260342072275346,0.41915731957102026,0.5056944173428372
douglass_icbe_sentence_event_type,gpt-5.5,500,500,0.0,3.283450489096009,1.3290049374991213,,,4.33,9.252136752136751,,,,,,,0.4375,0.5851063829787234,0.5030674846625767,0.24,0.32989690721649484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.419114154971559,0.468,0.33682280642730555,0.419114154971559,0.376130345538152,0.46616097899163483
douglass_icbe_sentence_event_type,mistral-small:24b-instruct-2501-q4_K_M,500,500,0.0,1.7210465336560072,1.8295860624998566,0.5082183506944046,0.9661945830692101,,,,,,,,,0.6640926640926641,0.6382978723404256,0.45390070921985815,0.34,0.3486238532110092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4889830197727914,0.526,0.41357822329510874,0.4889830197727914,0.4447985346790192,0.532302494155091
douglass_icbe_sentence_event_type,qwen3:14b-q4_K_M,500,500,0.0,0.9712238525780026,0.9554575210000849,0.265404866944468,0.4914904943416074,,,,,,,,,0.608,0.6004618937644342,0.5798816568047337,0.3448275862068966,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42663422735521284,0.54,0.4092439007415956,0.42663422735521284,0.3854100635674076,0.46720809809250313
douglass_icbe_sentence_event_type,qwen3:30b-a3b-q4_K_M,500,500,0.0,0.538026832584003,0.5367691249998643,0.14910253472218452,0.2792182298168249,,,,,,,,,0.6602564102564102,0.5879396984924623,0.49333333333333335,0.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3983058884164412,0.534,0.3848039045155973,0.3983058884164412,0.35852393606960253,0.4377627478788437
gilardi_relevance,claude-sonnet-4-6,500,500,0.0,1.2556218530791812,1.1428103959769942,,,,,,0.883054892601432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.902,0.8069964485417698,0.883054892601432,0.8461491442542787,0.9152644476209925
gilardi_relevance,deepseek-v4-pro,500,500,0.0,1.9080736195959997,1.8438096045000236,,,,,,0.8379052369077307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,0.7489995546823055,0.8379052369077307,0.7990176626206038,0.8761985472154964
