source_row_id,text,rating1,rating2,rating3,n_offensive_ratings,unanimous,gt_offensive
49,kill your self whoever made this bot ur tactics are pathetic. go back to the drawing board [NAME]. and i hope ur mom gets cancer.,1,1,1,3,1,1
50,i would love to but i work a [number blanked] hour shift sat.,0,0,0,0,1,0
51,i\'m all for gun control as long as i\'m the one controlling the gun! fuck off i\'m american i love my second amendment. gun control only makes things worse. fucking libtard.,1,1,1,3,1,1
52,no thank.,0,0,0,0,1,0
53,please take me off of this list,0,0,0,0,1,0
54,no. i don\'t think guns should be controlled. however tragic shooting incidents are they\'re it\'s not a major problem that requires legislative crackdown,0,0,0,0,1,0
55,wrong person.,0,0,0,0,1,0
56,no i enjoy my gun rights. america was founded on those principles.,0,0,0,0,1,0
57,u texted the wrong number,0,0,0,0,1,0
58,unfortunately i have an internship every saturday out in fallon so i won\'t be able to make it „∞Â∏ÎúÂæ,0,0,0,0,1,0
59,fuck off don\'t call me anymore.,1,1,1,3,1,1
60,i\'m joining the st. [NAME] march!,0,0,0,0,1,0
61,i\'m very much pro [number blanked]nd amendment,0,0,0,0,1,0
62,fuck you don\'t contact me again! if i wanted more gun laws i\'d move to canada „∞Â∏‚Ä°‚®„∞Â∏‚Ä°‚¶!,1,1,1,3,1,1
63,stoo.,0,0,0,0,1,0
64,possibly.,0,0,0,0,1,0
65,take me off your list,0,0,0,0,1,0
66,participating in [NAME] [NAME]!,0,0,0,0,1,0
67,no i\'m against gun control,0,0,0,0,1,0
68,hi can you please text [number blanked] my friend is really interested in attending.,0,0,0,0,1,0
69,no thank you...,0,0,0,0,1,0
70,wrong person\ntake me off your list!!,0,0,0,0,1,0
71,no,0,0,0,0,1,0
72,[NAME] now has a job please take us off your list,0,0,0,0,1,0
73,i will be there in spirit! just had surgery and can\'t participate but i support you guys fully!\n[number blanked] year retired school speech language pathologist!!,0,0,0,0,1,0
74,i\'ll try.,0,0,0,0,1,0
75,"no. we need good guys with guns who are not the ""state"" to stop the bad guys with guns who will circumvent these legislations. which as sure as you were born will happen. my family and i will not [NAME]pport the disarming of law abiding citizens for your false sense of security that you will have knowing ""guns are off the street"". you will be a part of the downfall of this country if you continue supporting the deconstruction of our constitution.",1,1,1,3,1,1
76,i think i\'m busy tomorrow but i\'ll be with you in spirit. there\'s a chance i can make it to the portsmouth march thanks for the heads up.,0,0,0,0,1,0
77,please remove this # not jarrid.,0,0,0,0,1,0
78,do not text me! i like guns!,0,0,1,1,0,0
79,i\'m sorry [NAME] you have the wrong phone number this phone does not belong to a person named [NAME]. please remove me from your list.,0,0,0,0,1,0
80,wrong number. i\'m his sister. his number is [number blanked],0,0,0,0,1,0
81,nope.,0,0,1,1,0,0
82,no you may not and take me off your call list,0,0,1,1,0,0
83,maybe.,0,0,0,0,1,0
84,unfortunately i have to work but i\'m supportive of the whole effort and i can\'t believe how much everybody\'s accomplished.,0,0,0,0,1,0
85,i have a poem against gun violence. may i read it at the event?,0,0,0,0,1,0
86,they text to me i\'m forward,0,0,0,0,1,0
87,sorry i can.,0,0,0,0,1,0
88,my wife and teen daughter will be there. they\'ve been making evil eye gloves to share.,0,0,0,0,1,0
89,i\'m driving\n\n- sent from my car.,0,0,0,0,1,0
90,can you guys take me off your list please? thank you.,0,0,0,0,1,0
91,wrong number please remove it.,0,0,0,0,1,0
92,who is [NAME]?,0,0,0,0,1,0
93,nah you can\'t count on me it\'s not the guns that\'s the problem ! it\'s the caucasian with mental illness who making it hard for those who know how to serve and protect their family instead of shooting up schools and innocent kids ! we not [NAME]rching for our lives we marching to make a difference on the behalf of those who killed those kids ! once they get served and those families get justice our march,0,1,1,2,0,1
94,fuck off douche.,1,1,1,3,1,1
95,this is not [NAME]. again take me off this call list.,0,0,1,1,0,0
96,please remove me from your list,0,0,0,0,1,0
97,absolutely!!,0,0,0,0,1,0
98,i am sorry you have the wrong number.,0,0,0,0,1,0
99,i\'ll be there!,0,0,0,0,1,0
100,hi [NAME]. this is [NAME]\'s mom a licensed mental health therapist in nevada. i support peaceful and non violent means of change. loud and proud does not [NAME]t what you want in most cases. do not hurt and encourage young america to deal with problems in violent and demanding manner. take responsibility for consequences that may happen to those you are accessible to crime with.,0,1,0,1,0,0
101,you bet! my daughter and i both in boise idaho „∞Â∏‚Äò‚ç.,0,0,0,0,1,0
102,will be there doing voter registration with indivisible berks thanks for asking.,0,0,0,0,1,0
103,not [NAME]rk,0,0,0,0,1,0
104,please stop texting me. you people wont leave me alone.,0,0,1,1,0,0
105,you hasve the wrong number and fuck you and your anti gun bullshit.,1,1,1,3,1,1
106,you have the wrong number and a dumb cause. this country needs more responsible gun owners... not [NAME]ss.,1,1,1,3,1,1
107,no delete this number.,0,0,1,1,0,0
108,sorry i\'m at the nra meeting this weekend.,0,0,1,1,0,0
109,yea i will be there with my my family.,0,0,0,0,1,0
110,i ain\'t no [NAME].,0,0,1,1,0,0
111,please stop wrong number.,0,0,0,0,1,0
112,i\'m marching with my daughter in nyc! i hope there\'s a million of us.,0,0,0,0,1,0
113,yes four of us plan to be in the poughkeepsie ny march,0,0,0,0,1,0
114,i\'m not [NAME] i\'m [NAME],0,0,0,0,1,0
115,stop txting.,0,0,0,0,1,0
116,y,0,0,0,0,1,0
117,absolutely! plus [number blanked] of my closest friends!,0,0,0,0,1,0
118,stop texting me.,0,0,1,1,0,0
119,hell no!! take me off your list!!!,0,0,1,1,0,0
120,no thanks,0,0,0,0,1,0
121,unsubsribe. do not contact me.,0,0,1,1,0,0
122,[auto-reply] i\'m driving right now - i\'ll get back to you later.,0,0,0,0,1,0
123,"please put me on your ""do not contact list""... you have reached the wrong person.",0,0,0,0,1,0
124,remove this number from your distribution list please.,0,0,0,0,1,0
125,this is not [NAME],0,0,0,0,1,0
126,yes! i will be at the allentown pa march on [number blanked]/[number blanked].,0,0,0,0,1,0
127,take my number off your list. no thanks!!,0,0,0,0,1,0
128,you have the wrong number.,0,0,0,0,1,0
129,yes i\'ll be there!,0,0,0,0,1,0
130,sorry i just had to put my dog to sleep and am very upset,0,0,0,0,1,0
131,never contact me again you liberal snowflake,1,1,1,3,1,1
132,hey [NAME] please take me /my number off of this list. thank you.,0,0,0,0,1,0
133,yes i will be there.,0,0,0,0,1,0
134,[NAME] who.,0,0,0,0,1,0
135,in safety terms legislation is an administrative control while it is important engineering controls are much more effective. please do not focus so intensely.,0,0,0,0,1,0
136,out of town.,0,0,0,0,1,0
137,wrong number no [NAME] here.,0,0,0,0,1,0
138,good luck with your march. don\'t think i\'ll make it,0,0,0,0,1,0
139,you have not reached [NAME] - sorry.,0,0,0,0,1,0
140,sorry pneumonia.,0,0,0,0,1,0
141,yes you can.,0,0,0,0,1,0
142,sorry wrong number,0,0,0,0,1,0
143,negative.,0,0,0,0,1,0
144,go guns! love guns! pro guns! if you don\'t like guns then fuck you,1,1,1,3,1,1
145,sorry this isn\'t vriston number.,0,0,0,0,1,0
146,yes,0,0,0,0,1,0
147,well i oppose gun safety the only way i feel safe is with a gun in my hands you people are a joke stop being a bunch of cry babys,1,1,1,3,1,1
148,i probably won\'t be able to make it unfortunately. keep up the great work! happy to help text out the march,0,0,0,0,1,0
149,sorry. nothing close enough to us in buena vista colorado.,0,0,0,0,1,0
150,no i believe we should have more guns!!!!!,0,0,0,0,1,0
151,please remove me from your database and mailing list.,0,0,0,0,1,0
152,don\'t agree the political views of the march.,0,0,0,0,1,0
153,fuck my fat pussy.,1,1,1,3,1,1
154,i can\'t but i support you!,0,0,0,0,1,0
155,i\'m not [NAME],0,0,0,0,1,0
156,not [NAME]re how you got my number but can\'t walk hurt foot. please take my number off list.,0,0,0,0,1,0
157,you have the wrong number. please remove my number from your list.,0,0,0,0,1,0
158,not [NAME]re can i have some more information.,0,0,0,0,1,0
159,going to the march in dayton rain or snow i\'ll be there.,0,0,0,0,1,0
160,this is no longer [NAME]\'s number. don\'t not call or text list would be nice.,0,0,0,0,1,0
161,hmm march [number blanked]th is also international earth hour. [NAME] which cause do i fight for?,0,0,0,0,1,0
162,([number blanked]/[number blanked]) i understand the need but gun safety starts at home with parents who teach their children how to become responsible and intelligent adults. i do not,0,0,0,0,1,0
163,omg i am not [NAME],0,0,0,0,1,0
164,i\'ll be in guilford ct for a march.,0,0,0,0,1,0
165,wrong phone #,0,0,0,0,1,0
166,i will be going to the one in washington dc,0,0,0,0,1,0
167,please remove me from your distribution list. i have asked to be removed multiple times and your org can\'t get its act together. if you text me again i will report your org.,0,0,1,1,0,0
168,i\'m not [NAME]. wrong number.,0,0,1,1,0,0
169,yes. i am marching in durango co.,0,0,0,0,1,0
170,this is not [NAME]. please unsubscribe.,0,0,0,0,1,0
171,absolutely not.,0,0,1,1,0,0
172,with you in spirit. hope the agenda extends to demilitarizing the police and even to end the greatest gun violence called war. all best wishes.,0,0,0,0,1,0
173,i have to work sorry.,0,0,0,0,1,0
174,wrong number!,0,0,0,0,1,0
175,who this don\'t text me this is not [NAME].,0,0,1,1,0,0
176,this is not [NAME] please don\'t text,0,0,1,1,0,0
177,i apologize but i\'m not in favor of stricter gun laws thank you for letting me know about this however,0,0,0,0,1,0
178,i wish! i will be working all day. huge bummer. i\'ve been hyping other people to march though! thank you for volunteering!,0,0,0,0,1,0
179,please stop texting me.,0,0,1,1,0,0
180,i call my congressman and senators about this [number blanked] times aweekand have for over a year. knees stop marching.,0,0,0,0,1,0
181,i am likely to join you.,0,0,0,0,1,0
182,hi.,0,0,0,0,1,0
183,get stuffed.,1,1,1,3,1,1
184,i\'m not [NAME] and i\'m not interested,0,0,0,0,1,0
185,i\'m sorry i cannot [NAME]rch with those that would like to restrict my [number blanked]nd amendment rights it goes against what i believe in but good luck!,0,0,0,0,1,0
186,this is not [NAME].,0,0,0,0,1,0
187,how this,0,0,0,0,1,0
188,stop,0,0,1,1,0,0
189,yes u can.,0,0,0,0,1,0
190,i won\'t be available,0,0,0,0,1,0
191,only if you can tell me what type of gun this is off the top of your head.,0,0,1,1,0,0
192,yes! thank you.,0,0,0,0,1,0
193,i will be going.,0,0,0,0,1,0
194,u got the wrong number.,0,0,1,1,0,0
195,yes i am taking red eye from ca where i am stuck due to east coast weather to march in philadelphia with friends!,0,0,0,0,1,0
196,no i am a firearms owner and until i see sensible legislation i will oppose the cause.,0,0,1,1,0,0
197,i\'m will be there to film !,0,0,0,0,1,0
198,no can do sister but you march on.,0,0,0,0,1,0
199,fuck no you can\'t did you not notice how an armed guard just saved kids lives in maryland yesterday. you people are insane do some research. gun saftey is just an excuse to disarm law abiding citizens they\'re literally confiscating knives in britain right now. \n\nkindly go fuck yourself.,1,1,1,3,1,1
200,hello! this is the wrong number.,0,0,0,0,1,0
201,i\'m pro nra ......do you think [NAME] clinton and all the elite will give up their guns ? and leave the rest of us helpless ! hell yes .....use your brain,1,0,1,2,0,1
202,i\'m a teacher so of course.,0,0,0,0,1,0
203,im not [NAME]. wrong number.,0,0,1,1,0,0
204,the issue is not with guns gun don\'t kill people.people kill people. i support my [number blanked]nd amendment .do not text me with this liberal agenda b\'s anymore.,1,1,1,3,1,1
205,thank.,0,0,0,0,1,0
206,no way i love my rights. when the next civil war over race or rights happens you\'ll think so too.,1,0,1,2,0,1
207,support the cause but going to be traveling.,0,0,0,0,1,0
208,this is a wrong number but i\'m with you.,0,0,0,0,1,0
209,you got the email wrong number.,0,0,0,0,1,0
210,how\'d you get my number?,0,0,0,0,1,0
211,this isn\'t [NAME]...stop texting me.,0,0,1,1,0,0
212,where is the march happening„¢‚Å‚Ä∞„Ø‚∏‚è.,0,0,0,0,1,0
213,what laws do you suggest be implemented?,0,0,0,0,1,0
214,you\'re a waste of time and ignorant on gun control.,1,1,1,3,1,1
215,how did you get my number?,0,0,0,0,1,0
216,a school shooter was stopped today by an armed officer.,0,0,0,0,1,0
217,hi [NAME] thanks for texting -- i work for [organization omitted] and appreciate your volunteering! i\'ll try to make it to my local march but am not [number blanked]%,0,0,0,0,1,0
218,my name isn\'t [NAME] and i do support gun legislation. good luck.,0,0,0,0,1,0
219,[NAME] gun safety is a major part of my life. of all the weapons i am forced to use through out my day my firearm is always my most trusted. the thought of our legislation altering the availability of said firearms will greatly depreciate the values of our youth. my real concerns lie with the violence in today\'s social media and video gaming. these violent crimes occur not because the availability of guns but because these poor lost souls are becoming victim to a false reality believing video games and stories from social media and then become involved with violent crimes. we need stronger mental health awareness and to stop bastardizing our youth. gun safety and training should be part of our everyday lives.,0,0,0,0,1,0
220,my whole family is planning on going! we\'re in [NAME].,0,0,0,0,1,0
221,my names not [NAME]!! stranger danger!! i dont know u!!!,0,0,0,0,1,0
222,sorry but i\'ll be working.,0,0,0,0,1,0
223,yes. i am going to dc.„∞Â∏‚§‚Äî„∞Â∏‚§‚Äî.,0,0,0,0,1,0
224,this is actually hatcher\'s mom and more than likely as a doc he\'ll be working. good luck!,0,0,0,0,1,0
225,please remove me from your list. i do not know who ameer is. i have requested removal from this list several times in the past.,0,0,0,0,1,0
226,i\'m traveling across country back to co that day but count on me for future progressive marches.,0,0,0,0,1,0
227,i support the second amendment sorry don\'t think i can support giving up my constitutional rights given that gun laws are the solution to the given situation but thank you and i wish both our sides good luck and good health,0,0,0,0,1,0
228,please put me on your do not call or text list and remove me from your database.,0,0,0,0,1,0
229,i\'m going to the rifle range that day can\'t legislate gun safety have to teach it,0,0,1,1,0,0
230,yo [NAME] all for the gun control and that but for sure stop messaging me,0,0,1,1,0,0
231,i\'m sorry [NAME] but i won\'t be. i don\'t believe gun violence can be solved with more pointless laws..,1,0,0,1,0,0
232,no- you have the wrong number- this is not [NAME] - please delete my number.,0,0,0,0,1,0
233,not [NAME]s weekend.,0,0,0,0,1,0
234,definitely i\'m going to the march in [NAME] and then we will try to be down at turlock at [number blanked] thanks for the text. what you\'re doing is important [NAME] thank you for that. see you saturday :),0,0,0,0,1,0
235,i\'m not [NAME] but go fuck yourself. if students were attacked by someone wielding a knife would your want them outlawed too. grow up you fucking snowflakes,1,1,1,3,1,1
236,you got the wrong number and you got me wrong i\'m bout my gun won\'t catch me out there.,0,0,1,1,0,0
237,i have planned to be there already!,0,0,0,0,1,0
238,sorry out of country,0,0,0,0,1,0
239,no i no longer live in bg,0,0,0,0,1,0
240,yes count on me.,0,0,0,0,1,0
241,young people are clueless about gun control. no thanks. i will not [NAME]rch to have my rights taken away.,1,1,1,3,1,1
242,stop !!!,0,0,1,1,0,0
243,what gun safety legislation are you trying to pass?,0,0,0,0,1,0
244,i\'m gonna try to make it..,0,0,0,0,1,0
245,[autoreply] hi i am on vacation and will not [NAME]ve access to text messages until tuesday march [number blanked]th.,0,0,0,0,1,0
246,marching won\'t bring back the countless lives lost to senseless violence. if we want change we have to vote for it through our local state and national governments. america is fully aware of the shootings. having everyone write letters and go directly to congress would help a lot more @,0,0,0,0,1,0
247,no. how can i unsubscribe?,0,0,1,1,0,0
248,did i give you my number to text me? i\'m on dont call list!! got that?,0,0,1,1,0,0
249,possibly i\'m a organizer for a candidate for governor so i have to talk to my field director.,0,0,0,0,1,0
250,no thank you.,0,0,0,0,1,0
251,you have wrong number. i am not [NAME].,0,0,0,0,1,0
252,you have the wrong number this is not [NAME].,0,0,0,0,1,0
253,delete my number.,0,0,1,1,0,0
254,that sounds like a good cause but you have a wrong number.,0,0,0,0,1,0
255,will be out of town.,0,0,0,0,1,0
256,please remove me from this list to contact. thanks.,0,0,0,0,1,0
257,we support the second amendment. go after the video games that have desensitized our youth to gun violence.,1,0,1,2,0,1
258,take me off your list not interested.,0,0,1,1,0,0
259,you should take me off the list guns aren\'t the problem. i\'m not your target audience.,0,0,1,1,0,0
260,sorry i have to work.,0,0,0,0,1,0
261,this is not [NAME] nor is it her phone!!!! cease and desist.,0,0,1,1,0,0
262,i am a supporter of our second amendment and our great leader president [NAME] j. trump. please do not contact requesting to participate in this or any future shenanigans. thanks and god bless!,0,0,1,1,0,0
263,wrong number i\'m [number blanked] years old. wish i was back at that age.,0,0,0,0,1,0
264,yeah thanks!,0,0,0,0,1,0
265,wrong #,0,0,0,0,1,0
266,no because [organization omitted] is cancer.,1,1,1,3,1,1
267,how do you know my name.,0,0,0,0,1,0
268,i\'m not.,0,0,0,0,1,0
269,can you put me on the do not contact list. thanks.,0,0,0,0,1,0
270,what gun laws are you all marching for?,0,0,0,0,1,0
271,don\'t tread on me.,1,0,1,2,0,1
272,molon labe bitch. go fuck yourself. you can\'t have my guns.,1,1,1,3,1,1
273,it all depends on where the march is taken place.,0,0,0,0,1,0
274,who? where?,0,0,0,0,1,0
275,stop texting.,0,0,1,1,0,0
276,wrong persob.,0,0,0,0,1,0
277,this is the wrong number sorry.,0,0,0,0,1,0
278,hi [NAME] what does [organization omitted] america support and how did i get added to this list?,0,0,0,0,1,0
279,guns are not the problem... don\'t ever text me again.,0,0,1,1,0,0
280,i don\'t go to unh anymore. i would appreciate it if you removed me from this list. thank you,0,0,0,0,1,0
281,i\'m going to [NAME] diego to join the march there!!!„∞Â∏Îú‚Ç¨„∞Â∏ÎúÊí.,0,0,0,0,1,0
282,hell no.,0,0,1,1,0,0
283,just asking is this open or concealed carry.,0,0,0,0,1,0
284,we already have enough gun laws focus on the real problem mental illness and bullying otherwise it\'s s waste of time,0,0,1,1,0,0
285,hey can i not [NAME]t these messages anymore.,0,0,1,1,0,0
286,hey [NAME]!! yeah totally. i\'m a former fellow with [organization omitted] so have fun with the texter!!,0,0,0,0,1,0
287,this isn\'t [NAME]. please don\'t text this number again.,0,0,0,0,1,0
288,i\'m sorry i can\'t join you.,0,0,0,0,1,0
289,wrong person,0,0,0,0,1,0
290,there is no poblo here. do not text me again,0,0,1,1,0,0
291,that is great! yes you can count me.,0,0,0,0,1,0
292,hell yeah.,0,0,0,0,1,0
293,please take me off your list thank you,0,0,0,0,1,0
294,i\'m pro second amendment and enjoy my right to be able to protect myself so restricting gun rights for law abiding citizens is not my thing,0,0,0,0,1,0
295,wrong number. hope you find [NAME].,0,0,0,0,1,0
296,hell no!!! i support guns!!! i\'m a member of the nra!!!,1,0,1,2,0,1
297,bye.,0,0,1,1,0,0
298,are you for real?,0,0,1,1,0,0
299,no fuck gun control guns are life.,1,1,1,3,1,1
300,this is not nyesha you have the wrong number.,0,0,0,0,1,0
301,who are you with?,0,0,0,0,1,0
302,[NAME]-\nthis is not [NAME]\'s number.\nplease do not communicate further with me.,0,0,0,0,1,0
303,[NAME] who?,0,0,0,0,1,0
304,am sorry am not [NAME],0,0,0,0,1,0
305,i couldn\'t care less i\'m sorry.,0,0,1,1,0,0
306,no not interested,0,0,1,1,0,0
307,yes where are they marching at in town let me know and i will be there.,0,0,0,0,1,0
308,i don\'t agree with the assault ban but the mandatory [number blanked] and background checks.,0,0,0,0,1,0
309,„∞Â∏‚Äò‚ç.,0,0,0,0,1,0
310,closest marches are at least an hour away and weather here looks bad for tomorrow [number blanked]-[number blanked] inches of snow. mother nature didn\'t get the notice it\'s spring. i\'ll be there in spirit and online.,0,0,0,0,1,0
311,this sent to wrong person.,0,0,0,0,1,0
312,don\'t text this number again buhhhhhhh.,0,0,1,1,0,0
313,sorry wrong number this is not [NAME],0,0,0,0,1,0
314,i\'m not [NAME] but thanks.,0,0,0,0,1,0
315,fuck off.,1,1,1,3,1,1
316,yes going to dc.,0,0,0,0,1,0
317,i will attend.,0,0,0,0,1,0
318,guns aren\'t the problem. mental illness is and criminals don\'t care about law\'s. you want to help this country. learn how to communicate with each other in a positive way. our country is built on honesty trust and doing the right thing.,0,0,1,1,0,0
319,first i would like to know how you got my phone number and second you want to march to take away weapons of defense from the people and solely leave in the hands of the government the same racist government that put [number blanked] rounds into an unarmed man... no thank you maybe we need to secure our children like we do our corrupt political figures.,0,0,1,1,0,0
320,stop\n„∞Â∏‚ÄôÂæconilyn„∞Â∏‚ÄôÂæ,0,0,1,1,0,0
321,i love guns.,0,0,0,0,1,0
322,this is not [NAME]. you have the wrong number!,0,0,1,1,0,0
323,no guns are a good thing,0,0,1,1,0,0
324,umm no... i\'m a gun toting conservative.,0,0,1,1,0,0
325,don\'t know,0,0,0,0,1,0
326,yes what time? where?,0,0,0,0,1,0
327,i would love to [NAME] but unfortunately i will be out of town and not able to join a march. i am glad the young people are marching!,0,0,0,0,1,0
328,hi my name is not [NAME] i am a proud nra member do go fuck yourself.,1,1,1,3,1,1
329,this is not [NAME]ikas number,0,0,0,0,1,0
330,i will not be able to join but i will pass on the message to my peers. thank you!,0,0,0,0,1,0
331,sorry you have the wrong number and people don\'t need to march they need to be educated.,0,0,1,1,0,0
332,not [NAME] #,0,0,0,0,1,0
333,please take me off your list. stop texts.,0,0,0,0,1,0
334,yet again my name is not [NAME]!!!!! my name is rhayvin.,0,0,1,1,0,0
335,im working sorry. plz take me off text list.,0,0,0,0,1,0
336,yes definitely!,0,0,0,0,1,0
337,not [NAME]... wrong number...,0,0,0,0,1,0
338,and u are? what is this about,0,0,1,1,0,0
339,[NAME] i can join,0,0,0,0,1,0
340,hi [NAME] this is actually daxx\'s mom. yes our family will be marching!! thank you!,0,0,0,0,1,0
341,thanks „∞Â∏‚Ñ¢‚è. i\'ll march in phoenix.,0,0,0,0,1,0
342,i\'ll be out of town but my son is planning to attend.,0,0,0,0,1,0
343,my family plans on attending the local in lancaster,0,0,0,0,1,0
344,„∞Â∏‚Äò‚ç„∞Â∏‚è‚æ,0,0,0,0,1,0
345,it\'s my wedding anniversary can\'t make this one. sorry. keep up the good work.,0,0,0,0,1,0
346,i\'ll be at the dayton ohio march.,0,0,0,0,1,0
347,you have the wrong number. my name is not [NAME] and i\'m not a [NAME].,0,0,1,1,0,0
348,i\'m not [NAME] please take me off your calling list.,0,0,0,0,1,0
349,sorry text the wrong person.,0,0,0,0,1,0
350,this isn\'t [NAME] take me off your list thank you.,0,0,0,0,1,0
351,i\'m going in [NAME].,0,0,0,0,1,0
352,yes i\'ll be marching in charlottesville va!,0,0,0,0,1,0
353,go away.,0,0,1,1,0,0
354,you have the wrong number. please remove.,0,0,0,0,1,0
355,please take off that list thank you,0,0,0,0,1,0
356,no you have the wrong number.,0,0,1,1,0,0
357,you have wrong person cell.,0,0,0,0,1,0
358,you got the wrong number.,0,0,0,0,1,0
359,wrong number!\nremove me from your list!,0,0,1,1,0,0
360,you have the wrong number and i have asked you people to stop contacting me nicely. i disagree with your beleifs and kindly ask you to leave me alone.,0,0,1,1,0,0
361,thanks.,0,0,0,0,1,0
362,unfortunately i cannot [NAME]s time. keep me posted on activities,0,0,0,0,1,0
363,i not [NAME]re,0,0,0,0,1,0
364,yes can\'t wait,0,0,0,0,1,0
365,sorry can\'t march but am def supportive of the cause,0,0,0,0,1,0
366,no emily\nsue.,0,0,0,0,1,0
367,where does it locate ?,0,0,0,0,1,0
368,where is the march?,0,0,0,0,1,0
369,definately.,0,0,0,0,1,0
370,i will be there for sure! thanks.,0,0,0,0,1,0
371,don\'t text me.,0,0,1,1,0,0
372,i\'m not [NAME]. please remove me from your list.,0,0,0,0,1,0
373,hi [NAME] please remove me off your list please. thank you!,0,0,0,0,1,0
374,fuck off [NAME] you\'re a slut.,1,1,1,3,1,1
375,i\'m not [NAME] wrong #,0,0,0,0,1,0
376,done,0,0,0,0,1,0
377,yeah wrong number. best of luck. i\'m progun.,0,0,0,0,1,0
378,not mya phone.,0,0,0,0,1,0
379,it\'s [NAME],0,0,0,0,1,0
380,i have signed up for the march in stl. thanks for ur work!!,0,0,0,0,1,0
381,you have the wrong number. no one here by that name.,0,0,0,0,1,0
382,don\'t contact again.,0,0,1,1,0,0
