text,gt_protest_type
"GLENDALE, Arizona — Coach Kyle Shanahan vowed that the 49ers would “do something together” when it came to Sunday’s national anthem at Arizona, and they indeed did that in a new fashion.\n\nAs 30 players knelt in the front row, other teammates stood behind them, some with hands on the shoulders of those kneeling. All involved also placed their respective hands across their hearts.\n\nGeneral manager John Lynch and CEO Jed York were among those who stood behind the players. No coaches knelt.\n\nAmong the new players who did kneel was linebacker NaVorro Bowman, fueled by President Donald Trump’s criticism of the NFL and anthem protestors.\n\n“For a guy who’s never played this game or understand what goes into it — the brotherhood we build with blood, sweat and tears — I just felt like he has no say, no type of control in this league,” Bowman said. “Because he (the President) doesn’t have any idea or clue on what we go through.\n\n“For him to say we better not do anything, this is our brotherhood, our league, and we should do what we need to do no matter what we’re hearing from the outside.”\n\n#49ers national anthem demonstration:\n\n2 lines, 30 players kneeling while others stand behind them, all crossing hand over heart pic.twitter.com/ydj4YWLJYT — Cam Inman (@CamInman) October 1, 2017\n\nThe 49ers (0-4) had a smaller-scale display in their previous games, with Eric Reid kneeling and typically a dozen players huddled behind him with hands on shoulders.\n\nThe 49ers issued a lengthy statement on behalf of their “players, coaches, ownership and staff” about how Sunday’s demonstrations was a “representation” on how to put aside differences and come together. In full, the statement read:\n\n“At its purest level, football is a unifier of people from all walks of life, different socio-economic backgrounds, every corner of this country and around the world. As players, coaches, ownership and staff, we are privileged to work in an environment that is a tremendous example of how people can come together for a common goal. We not only put our differences aside, but we also use them to achieve that common goal by challenging each other to be better — both in our professional and personal lives.\n\n“For more than a year, members of our team have protested the oppression and social injustices still present in our society. While some may not have taken a knee or raised a fist, we have all shared the desire to influence positive change. Today, our team chose to publicly display our unity in a new way and, in turn, urge others do the same. Our demonstration is simply a representation of how we hope our country can also come together by putting differences aside and solving its problems. For complete 49ers coverage follow us on Flipboard.\n\n“As the majority of us have done throughout our careers, we use our platform as members of a NFL team, and our right to freedom of expression, to speak up for those whose voice is not heard. It is important that we continue to emphasize that despite our different backgrounds and beliefs, we still love each other and are truly a brotherhood. Our gesture today was an intentional effort to demonstrate that. Make no mistake, we love this great country and have tremendous respect for our military and veterans who have sacrificed so much for our right to express ourselves freely. We passionately want what is best for this country and all its citizens. Like our San Francisco 49ers Facebook page for more 49ers news, commentary and conversation.\n\n“On behalf of the San Francisco 49ers organization, we urge our fellow citizens to embrace your differences, find strength in them, and come together for the good of all.”\n\nRelated Articles What’s wrong with the 49ers? Steve Young has a theory, and it’s not about injuries\n\nNFL fantasy football projections: Which 49ers to start against Rams?\n\nKyle Shanahan responds to Patriots’ COVID-19 positive tests: ‘Don’t freak out about it’\n\n49ers-Rams injury report: Will Garoppolo’s ankle allow him to go 4-0 against L.A.?\n\nKurtenbach: Three 49ers not named Jimmy Garoppolo who must step up to beat Rams York consistently has supported players’ rights to free expression and speech since Colin Kaepernick launched such player protests a year ago, and York advised other NFL owners to do so during a recent meetings in New York.\n\n“We need to respect First Amendment rights, regardless of our personal feelings of the actions involved,” York told owners, according to an ESPN.com article detailing events that led to last weekend’s league-wide anthem protests.",DEMONSTRATION
"KALAMAZOO, MI -- Negotiations between protesters occupying city property and Kalamazoo officials hit a snag after demonstrators declined an offer to relocate their encampment.\n\nWednesday morning, Sept. 5, City Manager Jim Ritsema assembled a work group to find a safe location for the encampment and provide basic needs and resources. The Kalamazoo Gospel Mission extended an ill-fated offer to allow camping at a vacant field as an alternative to a city-sanctioned camp on Cedar Street.\n\nAround 60 people are considered to be part of the demonstration, according to Ritsema. Many in that group moved their tents back into Bronson Park Wednesday and plan to occupy the site overnight.\n\n\I don't know what I'm expecting any more,\"" Ritsema said. \""We've been trying to work with them since last Friday, in good faith, and will continue doing that.\""\n\nFor the time being, Ritsema said, overnight campers will not face arrest.\n\n\""We're going to take this day by day right now,\"" he said.\n\nLast week, the city manager was prepared to arrest demonstrators who slept overnight in their tents pitched at Bronson Park.\n\nThe City Commission is willing to decriminalize ordinances that make sleeping and camping in city parks a misdemeanor, Ritsema said. A first attempt at changing the ordinances -- a proposal which included decriminalization but also less popular language changes -- kicked off the protests on Aug. 19.\n\nProtesters do not want to be exposed to the elements, and many have grievances with the Kalamazoo Gospel Mission. The campsite designated in Wednesday's offer has no natural shade and is located behind the Gospel Mission.\n\n\""If this is the only proposal, I think this is ridiculous,\"" said Stuart Hamilton, one of the protesters chosen to speak on behalf of the group. \""In my opinion, it's not acceptable.\""\n\nRitsema said there was a sense of urgency to provide immediate amenities to the group.\n\nThe deal still stands for those who want it. Until Oct. 5, the Kalamazoo Gospel Mission will allow outdoor camping on a vacant lot west of North Edwards Street.\n\n\""Right now, we've offered options for them to consider and what they do is their decision,\"" Ritsema said.\n\nA shade tent, tables and portable toilet would be brought to the site. Protesters can receive showers, meals, indoor beds, laundry and other services at the Gospel Mission and nearby Ministry with Community -- even those who had previously been barred from entry.\n\nService agencies will work to find shelter for people sleeping outdoors.\n\nAfter two weeks of protest in the park, an agreement signed by both parties on Aug. 31 moved the camp two blocks south of Bronson Park to the exterior of a city-owned former public safety facility.\n\nThe Cedar Street site is viewed to be unsafe by protesters and the city, in part because it lacks basic amenities, has little protection from the sun and few grassy spaces to set up tents.\n\nThe city's new work group assigned the task of resolving the conflict came to the Cedar Street site to deliver the terms of the deal to the encampment. Protesters flatly declined the offer.\n\nThe protest is partway through its third week. Another meeting will be held Friday, according to city officials.\n\n\""We're working toward solutions with them,\"" Ritsema said. \""That's going to be our message right now, we want to work with these folks and address their immediate needs.\""\n\nBack to Bronson Park\n\nHamilton said Bronson Park feels like home. He doesn't plan to leave the park, and others asked for permission to temporarily return to where the protest started.\n\n\""I am not moving, period,\"" Hamilton said.\n\nRitsema said demonstrators were welcome to stay in Bronson Park until 4 p.m. Wednesday while the work group came up with other options. A storage truck rented by Kalamazoo resident Zachary Lassiter helped part of the encampment to move back into the park.\n\nThe work group acknowledged that the encampment sees itself as a family. There was an expressed desire from multiple service providers to keep them together.\n\nHowever, Ritsema said, camping in Bronson Park is a fraught situation. There are no toilet facilities, showers, laundry or immediate access to food and water.\n\nThe demonstration began Aug. 19 to highlight a perceived lack of overnight shelter space in the community.\n\nSince the protest began, the group expressed a litany of issues with the Kalamazoo Gospel Mission.\n\nPastor Michael Brown, Gospel Mission president and CEO, said he is hearing many complaints about staff misconduct, religious discrimination and sanitation issues for the first time. Gospel Mission is investigating those issues, he said Wednesday.\n\n\""I want to make our organization better,\"" he said.\n\nBrown said you don't need to be Christian to use Gospel Mission services. If staff says otherwise, Brown wants to know.\n\nLast week, people previously banned from the Gospel Mission and Ministry with Community were allowed to use those services again.\n\nMembers of the work group included city staff and representatives of various community organizations like Local Initiatives Support Coalition, the Kalamazoo Gospel Mission, Kalamazoo Community Mental Health and Substance Abuse Services, United Way of the Battle Creek and Kalamazoo Region, Kalamazoo Community Foundation, Open Doors Kalamazoo and others.\n\nKalamazoo City Commissioner Shannon Sykes Nehring joined protesters by sleeping in Bronson Park Tuesday night after unleashing a harsh critique of her colleagues during the City Commission meeting, at which some members of the encampment spoke.\n\nFor approximately 30 minutes, the first-term commissioner offered a sprawling, and at times explicit, criticism of the city's handling of a sit-in protest. She called the City Commission \""cowards\"" for not discussing the group's demands.\n\nA few hours after midnight on Wednesday morning, Sykes Nehring expressed relief at getting some things off her chest. Several hours later, it was clear that she would continue to take an active role in the protest.\n\n\""When I left the meeting and walked out to the park, I was like 'Oh, what have I done?'\"" she said. \""But I felt safer last night sleeping in that park than I have ever felt anywhere in my life. This is the best sense of family and community I've ever experienced anywhere.\""""",DEMONSTRATION
"Holding a sign and wearing a pink hat, Mary Counter looked around and lamented the fact that only about three dozen people showed up Friday afternoon outside the Statehouse for a rally supporting the impeachment and removal of President Donald Trump.\n\n“We’re like frogs in boiling water,” she said.\n\nThe ever-increasing pile of wrongdoing by Trump has simply numbed many Americans into inaction despite the threat to their nation, said Counter, a retired communications professional from the Northwest Side.\n\n“I am here because I am concerned that our country is not going to be a democracy anymore. There is a criminal in the White House.”\n\nThe protest, which included a short march to the building that houses GOP Sen. Rob Portman’s central Ohio office, was sponsored by resistance groups in the Columbus area’s three congressional districts.\n\nThe group drew several honks from vehicles motoring by on High Street, as well as a “Trump 2020!” shout from a pair riding scooters down the busy street.\n\nAmong the signs: “Attempted Bribery is a Crime ... No One is Above The Law ... Read the Transcript, Read the Constitution, Hear the Testimony, Impeach.”\n\nRob Secaur, executive director of the Ohio Republican Party, said, “The impeachment hearings and demonstrations are nothing more than a circus organized by the liberal Democrats who have never accepted the results of the 2016 election.”\n\nPeggy Yates attributed the low turnout in the chilly wind to “Trump fatigue.”\n\nThe retired high school teacher from Worthington noted that public opinion polls still show support for impeaching Trump. Her sign read, “Bribery, Extortion, Obstruction, Abuse of Power, Emoluments — Need Any More?”\n\n“I love this country, and we have to protect the Constitution,” Yates said.\n\nSusan Hyde, whose parents and grandparents were “staunch Republicans,” said she would be demonstrating if a Democrat did the same things as Trump.\n\n“This is not partisan,” said Hyde, who lives in Grandview Heights and works part time on the event staff at a local museum.\n\nTrump has “broken the law in so many ways it’s astounding,” she said. “They have no respect for the Constitution and the rule of law.”\n\[EMAIL]\n\n@darreldrowland",DEMONSTRATION
"RICHMOND, Va. -- More than 700 Venezuelans came out in Richmond on Sunday to vote in an unofficial referendum on President Nicolas Maduro’s plans to rewrite the constitution.\n\nOrganizers of the plebiscite in Richmond say they didn’t expect such a big turnout.\n\nVenezuelans from all over Central Virginia showed up the polling location on Grace Street.\n\n\We are against the dictator, we want a change. We want a democratic and free country,” said Armando Napoles, who came out to vote.\n\n\""Reminder that I am Venezuelan, I am a part of it. I want what's best for my country,” said Lipso Nava, a Venezuelan who’s living in Richmond while working as a hitting coach for the Flying Squirrels.\n\nMaduro has plans to have a vote on July 30 to elect members of a special assembly to change the 1999 constitution. The opposition is boycotting the National Constituent Assembly, which many fear will be composed of government supporters who will allow Maduro to get rid of the few remaining checks on his power.\n\nVoters on Sunday answered three yes or no questions: Do they reject the constituent assembly? Do they want the armed forces to defend the 1999 constitution? Do they support the formation of a unity government and free elections?\n\nThe socialist revolution in Venezuela led by the late Hugo Chavez 18 years ago, is in shambles. Maduro replaced Chavez in 2013 and has led the country into a deep economic and political crisis.\n\n\""I know people came here for the American dream. But Venezuelans are coming here to escape the Venezuelan nightmare,” said Manuel Gago, one of the organizers of the Richmond plebiscite. \""Almost all my family is in Venezuela. People that are dying from lack of medicine, a lack of food.\""\n\n\""They all tell me the same story -- they don't have food, they don't have basic things to survive. Sometimes I feel guilty because I live in a country where I can go to the supermarket and get whatever I want, and that's how it was in Venezuela before. We want to go back to those freedoms--security, food and our rights,” said Napoles.\n\nThe government has jailed hundreds of opponents and canceled or postponed elections that could’ve removed Maduro and the ruling socialist party from power. It’s led to three months of protests, in which more than 90 people—including teenagers—have been killed.\n\n\""It's not only Richmond, it's the world,” said Napoles.\n\nThe symbolic referendum has no legal impact, but supporters say turnout Sunday would be a signal to the world that Maduro’s government is ignoring the will of the people.\n\n\""You are a dictator, you are against the constitution. We are right. We have the right to vote and tell you, you need to go,” said Napoles.\n\n“It doesn't matter that the Venezuelan government says this isn't official. The Venezuelan people think this is official and this as a first step for a change in Venezuela,” said Gago.\n\nMaduro has said he will not accept the results from Sunday. He said the voting process is unconstitutional and illegal.""",DEMONSTRATION
"STEUBENVILLE — Scores of city residents took part in Saturday’s “Unite Our Nation” activities, which culminated with a more-than-2-mile processional on foot from Franciscan University of Steubenville to Holy Name Cathedral Square for an ecumenical prayer service.\n\nThere, more than 170 people gathered to pray for an end to the nation’s political and philosophical divisions.\n\nThe Rev. Dave Pivonka, TOR, president of Franciscan University, said it’s time to “look at our hearts, (not) at a person’s politics or the color of their skin. Look at our hearts. (He) called us to this place at this time to be at the heart of this reconciliation,” he told the crowd. “The evil one has no place here.”\n\nThe Rev. Vaughn Foster Sr., executive director of Relationship Builders, said until we see others where they are, not where we want them to be, “they’re not going to be interested in anything you have to say.”\n\n“There can’t be unity without empathy,” he added. “There’s no way we can all come together if we don’t feel each other’s pain. We need to listen with our hearts. Not until we can empathize with each other, see where each other is and hear each other’s hurt, can we take steps toward unity.”\n\nFoster reminded the crowd of St. Francis of Assisi’s Prayer for Peace: ” … Make me an instrument of your peace: Where there is hatred, let me sow love; where there is injury, pardon; where there is doubt, faith; where there is despair, hope; where there is darkness, light; where there is sadness, joy…”\n\n“If there’s going to be unity anywhere, it has to start with the body of Christ,” Foster added.\n\nThe Rev. Toni Hubbard referred the crowd to Psalms 133, reminding them, “Behold, how good and how pleasant it is for brethren to dwell together in unity.”\n\n“God is smiling down on us today,” she said, adding, “It’s not about who you are or where you are. It’s about having God in your life. If we allow him to manifest himself in our lives,” divisions will be healed.\n\nA tearful Hubbard, clutching her mother’s Bible, told them she’d had a vision of herself walking up stairs, “there were several people before me. I didn’t see their faces, I just know they were there before me. I don’t know what it means, but I know his love will hold if we come together in unity.”\n\nDiocese of Steubenville Bishop Jeffrey Monforton said it’s clear Americans must “address the cancers that are (dividing) our country, but let us also recognize the cure.”\n\n“Hope finds expression with prayer,” he said.\n\nMonforton recited the Beatitudes, telling those gathered at the square, “What you do following the service will be more important than our gathering today.”\n\n“Peacemakers are people who united others, who destroy hostility itself,” he said. “We need to request humility, we need to request forgiveness, we need to request reconciliation.\n\n“We need to be the adults in the room,” he said, adding, “You and I must be spiritually contagious, to instill hope in our brothers and sisters.\n\n“Blessed are the peacemakers,” Monforton said. “Blessed are the hopeful. Blessed are those who seek to unify people…It all begins with prayerful encouragement.”\n\nPivonka added that it’s time to “come together as people of God, as people of faith.”\n\n“If we can’t come together for our community, for our family, how do we expect to make changes in our community?” Pivonka asked, telling them that, “The same spirit that brought people of God together 2,000 years ago brought us together today.”\n\nThe Unite Our Nation activities began at Franciscan University of Steubenville with a morning mass, followed by a Eucharistic rosary processional from the campus.\n\n(Harris can be contacted at [EMAIL])",MARCH
"MIAMI GARDENS, Fla. – Hundreds of law enforcement professionals walked about a mile and a half Wednesday morning, ending at the Antioch Missionary Baptist Church.\n\nIt was all part of the 42nd annual memorial march held by the National Organization of Black Law Enforcement Executives.\n\nOrganizers said they hope members of the community will see their unity and work with them to help stop crime in their neighborhoods.\n\nNearly 800 people marched from the Calder Race Track to the church in Miami Gardens.\n\n\We are pulling together to collaborate and cooperate so that we can make an impact in our communities,\"" said Vera Bumpers, chief of Metro Transit Police in Houston.\n\nThe organization is made up of more than 3,000 international members, who are primarily African-American executive law enforcement professionals.\n\nNOBLE members gathered this year to stress the importance of collaboration and unity between all levels of law enforcement and local communities.\n\n\""I want them to know that law enforcement is their friend and we're there to help them,\"" said Timothy Belcher, president of NOBLE South Florida chapter. \""Our focus is to make sure we build bridges...and the community.\""\n\nDelma Noel-Pratt, chief of Miami Gardens police, said better community relations could help solve crimes.\n\n\""Maybe they'll see that we are together and say, 'You know what? I have information on this case or that case,' and say, 'I want to be part of the team,'\"" said\n\nThe city recently made headlines after Darin Williams, 27, was shot and killed while holding his 1-year-old son in what investigators said was an apparent drive-by shooting.\n\nFortunately, the toddler survived his injuries.\n\n\""His father had an aspiration to be a fireman, another public servant, so I am troubled by that,\"" said Clarence Ecox III, national president of NOBLE.\n\nThe march was followed by a memorial service for law enforcement officials who died in the line of duty, as the leaders now work to find ways to prevent crimes and keep our communities safe.\n\n\""We find it necessary that we let our counties know that we, as black law enforcement leaders, we stand in the gap to try and prevent these senseless deaths,\"" Ecox said.\n\nEcox said part of the reason they chose to hold their annual march in Miami Gardens is because of recent homicides and crime in the city.""",MARCH
"CLOSE May Day protesters and counter protesters clash in Nashville\n\nA member of Nashville Antifa turns and yells back at a counterprotester in the middle of Charlotte Avenue. The argument was broken up by police. (Photo: Larry McCormack / The Tennessean)\n\nTwo groups demonstrating for International Workers' Day nearly came to blows in front of City Hall on Monday in the culmination of a fight that began on the internet.\n\nOn one side, a man in a hockey helmet pawed the ground on all fours while over 40 others with homemade shields, hockey sticks, flag poles or gas masks shouted.\n\nAcross the lawn, a smaller, black-clad group chanted, clanking their Louisville Slugger baseball bats together. They began to move toward each other, but before they met, Metro Police swept in to create a barrier of bicycles.\n\nWhen Nashville Antifa, a local anarchist group, organized the workers solidarity rally, Brandon Curran, of Rutherford County, and Michael Graham, of White House, Tenn., started planning a counterprotest.\n\n\We're here simply to make sure that, if they want to protest and not mess stuff up, we don't have a problem with that,\"" Graham said. \""Because for us to try to come and stop it would mean we're turning into the very thing we hate, which is them.\""\n\nBoth men carried guns in holsters, something they said they always do.\n\nThreats had been pouring across the internet in the weeks leading up to the May Day event. One man even made death threats, holding grenades and a gun up to the camera. He encouraged others to kill the antifascists. But Curran said they reported that to police.\n\nMetro Police confirmed they were aware of the video.\n\n\""He was advocating for hurting people,\"" Curran said. \""And we reported that crime.\""\n\nHe said seeing the smashed windows and fires at a protest in Berkeley, Calif., made him want to organize this protest to try and stop it from happening in Nashville.\n\nThe Nashville Antifa protesters said they were just there to show their solidarity with the working class.\n\nOften called May Day, International Workers' Day has its roots in Chicago in the 1880s. It was started as a way to agitate for the eight-hour workday.\n\nAfter facing off for nearly two hours, Nashville Antifa left for another demonstration, chased by the counterprotesters chanting \""Trump\"" and singing the Pledge of Allegiance. Police continued to escort both groups until they dispersed.\n\nIn South Nashville and the rest of the state, Nashvillians participated in marches and a general strike. Workers' Dignity and Music City Riders United organized a march and celebration as part of the national \""Day Without an Immigrant.\""\n\nAround 200 demonstrators called for a living wage, an end to wage theft, affordable housing, better public transportation and for there to be not one more deportation. They also demanded the public divest from police agencies and invest in communities.\n\nFanne Lopez, a construction worker in Nashville, said she is marching for all the same reasons, but she said that she wants Nashville to be a better place for immigrants where they can have equal rights.\n\n\""We want Nashville to become a sanctuary city,\"" she said in Spanish. \""We want to receive fair wages.\""\n\nShe said that the majority of those who work in for the construction and landscaping companies responsible for the city's growth are Hispanic.\n\nBlack Lives Matter Nashville, the Justice for Jocques Coalition, UAW Local 737 and the Central Labor Council, among others, also had a presence at the demonstration.\n\nThe march, which began in Coleman Park, was peaceful.\n\nReach Ariana Sawyer at [EMAIL] and on Twitter @a_maia_sawyer.\n\n&amp;amp;amp;amp;nbsp; &amp;amp;amp;amp;nbsp; &amp;amp;amp;amp;lt;!--iframe--&amp;amp;amp;amp;gt; &amp;amp;amp;amp;nbsp;\n\nRead or Share this story: https://www.tennessean.com/story/news/local/2017/05/01/nashville-may-day-demonstration-nearly-turns-violent/101007272/""",MARCH
"Students across the country and here at home are Marching for their lives, demanding stricter gun regulations in the wake of the mass shooting at a Florida high school last month.\n\nSeveral hundred people came together at Courthouse Square Saturday in downtown Dayton, many of them students hoping to influence congress to take action on gun control.\n\nSaturday, March was in response to the national March For Our Lives in Washington, D.C. being put on by students from Marjory Stoneman Douglas High School in Parkland, Florida. That’s where last month a student gunman killed 17 people and injured several others.\n\nMarchers are calling on Congress to pass stricter gun regulations.\n\n“We’re hoping to send a clear message that we will no longer stand for their in action,” Thomas Pedrotti said. “We are demanding them to act and pass common sense gun reform.”\n\nAccording to a Washington Post analysis, nearly 200 people have died in school shootings in the U-S since the Colubine High School massacre in Colorado in 1999.",MARCH
"262 people participated in the March for Our Lives event in downtown Beaumont on Saturday, marching 8 blocks.\n\nSaturday afternoon, protestors gathered at City Hall in Downtown Beaumont to participate in the March for Our Lives rally\n\n262 people came together to march in solidarity with the hundreds of other march for life rallies going on across the country. The cause? To raise awareness about gun violence and mental health, as well as school shootings. All this in the wake of the Stoneman Douglas school shooting in February.\n\n“It is slow, but I do see a lot of progress,” said Carley Exiga, President of the Lamar University Social Work Student Association. “So many community members have reached out to make this a big as possible.”\n\nThe Beaumont march was started by the SWSA in partnership with the Stop the Violence group. Along with marching eight blocks during the rally, there was also a table set up where people could register to vote. Davon Chargois, Vice President of the Lamar SWSA says the action of walking helps spread the message, but it’s your votes that count.\n\n“Of course marching and everything is fine, but the biggest step in to making a change in your community, and of course the country, is getting your vote out,” said Chargois.\n\nHowever, some may feel that just a march alone doesn’t help you reach your intended goal. Beaumont city councilman Mike Getz, who attended the march as a spectator, says that while a nice symbol, protestors need a more specific plan of action.\n\n“You can chant, you can march, but if you’re just marching without specific proposal, all you’re really doing is exercising,” said Getz.\n\nCarla Viator, a middle school teacher and gun owner, says that while someone in Beaumont may not have the specific solution to the gun debate, the actions shown across the country today may spring those in power into action.",MARCH
"BRUNSWICK, Ga. (CNN/WJXT) – Hundreds of people joined a march in honor of Ahmaud Arbery on Saturday, two days after the arrest of William Bryan Jr., the man accused of recording the shooting death of Arbery.\n\nWanda Cooper-Jones, Arbery’s mother, was at the march with Arbery’s father and spoke about the turn out.\n\n“It gives me strength because at one point in the very beginning, I was really weak because I didn’t think justice would ever come,” Cooper-Jones said. “But seeing that I have support, I have others, thousands of people nationally and internationally that are standing with me and my family, it means a lot.”\n\nThe march was organized by the Lambda Tau chapter of the Omega Psi Phi fraternity. The group says some of its members had a personal relationship with Arbery and even coached him in high school.\n\n“Take time to honor the man that was Ahmaud Arbery,” Keith Reddings, chapter president said. “This man had dreams he had goals that were taken away from him.”\n\nThe march was 2.23 miles long to honor the date, Feb. 23, that Arbery was killed. It started at the historic Risley building in Brunswick and ended at Seldon Park.\n\nWhen asked about the arrest of Bryan, Cooper-Jones said she thought, “We finally got him.”\n\nShe says she knew the arrest would come because she knew from the beginning he was involved. She says she believes there are other parties that still need to be investigated.\n\nSome marchers say the Abery case feels personal to them.\n\n“I think about my sons and my daughter who run and exercise every day, it could’ve been one of them,” Rev. Quentin Morris of Tremomt Temple Baptist Church said. “So, the day we can come together, we can change the face of the nation, charge then mindset of people and realize this could’ve been your son, this could’ve been your daughter, it could’ve been you.”\n\nThe march was followed by a celebration of life at the park.\n\nWSAV will continue to bring you the latest updates in the Ahmaud Arbery case, HERE.",MARCH
"“That recovery plan that dictated the terms hasn’t been revised since 1993,” Mattson said. “You could make a book of relevant science that’s appeared since 1992.”\n\nIn particular, Mattson argued that grizzly populations in the Greater Yellowstone Ecosystem have gone from rising to flat, with no increases in population in the past 15 years. At the same time, the area has recorded increased numbers of grizzlies killed in human conflicts, particularly over livestock or hunting carcasses.\n\nInteragency Grizzly Bear Committee population studies maintain the area has reached carrying capacity and bears are exploring new country far from the core habitat of the national park and surrounding wilderness. That stabilization of population numbers was a major indicator that the area was recovered.\n\nTuesday’s protest gathering took place underneath a statue of a grizzly bear outside the Boone and Crockett Club headquarters. The organization curates hunting trophy records of big game animals throughout the world. Boone and Crockett marketing director Keith Balfourd noted the club installed the statue to honor the grizzly bear.\n\n“Dragging the Endangered Species Act into a hunting ethics issue is dragging it into the mud. It’s missing the whole point,” Balfourd said. “The point is wildlife management has to be in concert with other wildlife, at levels society is willing to accept. When game departments aren’t allowed to do that, it just creates problems whether you believe in hunting or not.”\n\nYou must be logged in to react.\n\nClick any reaction to login. Love 0 Funny 2 Wow 0 Sad 0 Angry 0",MARCH
"CLOSE Raw video from the I AM 2018 rally and march in Memphis. Memphis Commercial Appeal\n\nBuy Photo AFSCME international Pres. Lee Saunders, Bishop Charles E. Blake Sr., Rev. Al Sharpton and Martin Luther King III lead the I Am A Man march to commemorate the 50th Anniversary of Martin Luther King Jr.'s assassination Wednesday, April 4, 2018, in Memphis, Tenn. (Photo: Yalonda M. James / The Commercial Appeal )Buy Photo\n\nFifty years and a day after Martin Luther King Jr.'s famous \Mountaintop\"" speech, thousands of people marched Wednesday afternoon through Downtown Memphis, back to Mason Temple, to highlight the ongoing issues facing the black community.\n\nThe rallies before and after the march attracted celebrities like Bernie Sanders, who lost the Democratic presidential nomination in 2016; the Rev. Al Sharpton; and movie star Chris Tucker, among others in town for MLK50, the 50-year commemoration of King's assassination in Memphis on April 4, 1968.\n\nA headcount from a helicopter estimated the crowd at 8,000-10,000 people, Memphis police spokesman Louis Brownlee said.\n\nMore: MLK50: Pilgrims, not tourists; journeys, not trips; emotional impact, not economic impact\n\nThe 9:01: Historian Taylor Branch on how MLK both challenged and upheld American principles\n\nThe march, bookended by rallies, started later than expected at 12:30 p.m. outside the Downtown office of the American Federation of State, County and Municipal Employees (AFSCME), the union representing Memphis Public Works employees.\n\nThe route paid homage to both King and the Memphis sanitation workers on strike in 1968.\n\n\""Dr. King was many things,\"" Sanders said at the kick-off rally. \""But most of all, he was of the understanding that we are all of a common human race\""\n\nDuring the march, the crowd chanted \""This is what democracy looks like,\"" sang \""We shall overcome\"" and carried a banner proclaiming \""The struggle continues.\"" Among those on the front lines were Martin Luther King Jr. III and Church of God In Christ Bishop Charles E. Blake.\n\nMartin Luther King Jr. was a nonviolent revolutionary. It is up to us to follow in his footsteps and carry forth his mission to abolish racism and poverty. #MLK50#IAM2018pic.twitter.com/fj3zu1cO8U — Bernie Sanders (@SenSanders) April 4, 2018\n\nTheir exuberance, challenged by the long march, picked up down this final stretch. Drummers tapped a spirited rhythm as placards bounced to the beat, \""Unite Here!\"", \""I AM A MAN,\"" and \""AFSCME,\"" whose local chapter was forged in the 1968 strike.\n\nHawkers yelled from the sidewalk, selling Black Power calendars, MLK placards and all manner of souvenirs.\n\nScenes from today’s MLK50 March: pic.twitter.com/t67XJcpOtT — Marc Perrusquia (@MarcPerrusquia) April 4, 2018\n\nIt was a festive mood with a sober message: The dream lives on.\n\nLabor organizations came from cities as far away as Chicago and New Orleans.\n\n\""This is important because as labor unionists and as activists we have to remind the world that Dr. King gave his life while being here for the labor movement,\"" said David Stephen, 32, of the Amalgamated Transit Union in Washington, DC.\n\nCLOSE Interview during the I AM 2018 march Memphis Commercial Appeal\n\n\""The labor movement was essential to realizing all the aspects of his dream. So it is only appropriate that labor unions take up that mantle and celebrate who Dr. King was, what he died for and continue to move forward.\""\n\nThe speakers addressed labor, business, entertainment, faith and social justice issues at the rallies as advocates waved signs, including the iconic \""I Am A Man\"" signs.\n\nScenes from today’s MLK50 March: pic.twitter.com/qKN4peEK0c — Marc Perrusquia (@MarcPerrusquia) April 4, 2018\n\nWhen the Rev. Al Sharpton took the stage at about 1:50 p.m. after the march, he chanted \""No justice!\"" as the crowd shouted back \""No peace!\""\n\nSharpton said one of the reasons for the march was the ongoing lack of economic equality in Memphis, which continues struggling with high poverty.\n\nReporters Katie Fretland, Linda Moore and Marc Perrusquia contributed to this story.\n\nRead or Share this story: https://www.commercialappeal.com/story/news/local/2018/04/04/mlk-50-am-2018-march-highlights-ongoing-struggle/486872002/""",MARCH
