source_id,source_row,source_non_comp,source_threatmin,source_threatmin2,text,gt_threat_minimizing
covid_45,45,0.0,0.0,0.0,"#Minnesota is surrounded by states teeming with Trumpsters convinced that mask wearing &amp; social distancing is a form of jack-booted government tyranny. So we're waking up to headlines like this in our Sunday paper: \Case Record Fuels Worry Statewide\"". #COVID__19 #COVIDIOTS #AMJoy""",0
covid_46,46,0.0,0.0,0.0,"Want to end the pandemic? \n \nLets marshal global manufacturing effort to make lots of vaccine quickly \n \nAnd vaccinate everyone \n \nBecause large outbreaks anywhere can give rise to variants that can escape vaccines everywhere \n \nAt the end of the day, we really are in this together \n \nFin",0
covid_47,47,0.0,0.0,0.0,It’s your patriotic duty to wear a mask.,0
covid_48,48,0.0,0.0,0.0,"Trump: “We’ll release the voter fraud proof with the Coronavirus vaccine and my taxes, in about 2 weeks”.",0
covid_49,49,0.0,0.0,0.0,"Just In: The Notre Dame President, Rev John Jenkins, who attended Amy Coney Barrett's nomination at the WH on Saturday, and who - yes, you guessed it - didn't wear a mask, has tested positive for COVID-19.",0
covid_50,50,1.0,1.0,1.0,"\He is not afraid, he's not going to hide in the basement, endorse another lockdown ... frozen in fear behind a mask,\"" Atlas said of the president.""",1
covid_51,51,0.0,0.0,0.0,Pretty much complete FUBAR on the vaccine delivery and rollout by Trump WH. \n \nPromising to release reserve vaccines that don’t even exist is even worse. \n \nAll this after they turned down 100 mil extra doses from Pfizer earlier as well. \n \n#COVID19 is winning. We are not.,0
covid_52,52,0.0,0.0,0.0,"How to fold your surgical mask to create a better fit and increase personal protection, per new CDC guidelines. #COVID19 #MaskUp",0
covid_53,53,0.0,1.0,0.0,BREAKING REPORT: Dallas Salon Owner Jailed For Defying Lockdown Orders Wins Spot In Run-Off For State Senate Seat...,1
covid_54,54,0.0,0.0,0.0,shout out to the frats that had giant parties this weekend even though multiple people in the house tested positive for rona causing all of campus to shut down and putting my neighborhood on extreme lockdown. you guys rock!!,0
covid_55,55,0.0,0.0,0.0,@akshayarora33 although I bet the reason he unfollowed me was because of my “please wear a mask” stuff,0
covid_56,56,0.0,0.0,0.0,"An office, crowded with people, Trump’s team not wearing masks. And then he mocks a reporter for wearing one. ON THE DAY AFTER RECORD COVID CASES IN US. What is wrong with these people? \n \nTrump Mocks Reuters' Jeff Mason for Wearing Mask in Oval Office",0
covid_57,57,0.0,0.0,0.0,"In the 90’s they taught you about HIV/AIDS (a virus) \n \nEveryone decided to wear a condom every time, and until the end of time \n \nIn the 20’s, they told you about #COVID19 (a virus) \n \nHalf of you put on a mask and half won’t wear one. \n \nAmerica, you’re not just poorer - you’re dumber.",0
covid_58,58,0.0,1.0,0.0,"The National Association of Manufacturers says that Vice President Mike Pence should consider seizing power through the 25th amendment after a mob supporting President Trump invaded the U.S. Capitol today, causing a lockdown and an evacuation of lawmakers.",1
covid_59,59,0.0,0.0,0.0,"More than 194,000 Americans have died of the coronavirus, including 1,300 yesterday. \n \nTrump is holding another event today with no masks or social distancing. \n \nTiny hands covered in blood.",0
covid_60,60,1.0,0.0,1.0,"The TSA is now authorized to fine passengers who refuse to wear masks? \n \nNobody voted for the CDC, TSA, Anthony Fauci or Bill Gates. \n \nWhy are we being ruled and controlled by those trying to destroy us?",0
covid_61,61,0.0,0.0,0.0,@kamenta @ConorLambPA @SeanParnellUSA Parnell yucking it up maskless at Trump's Covid rally again today.,0
covid_62,62,0.0,0.0,0.0,Arnold Schwarzenegger Gets COVID-19 Vaccine at Dodger Stadium,0
covid_63,63,1.0,0.0,1.0,@nytimes Lol FAKE NEWS Drive to the East Coast go to a beach see if anyone ask like there’s a pandemic drive to a small town in the country see if one person is wearing a mask,0
covid_64,64,0.0,0.0,0.0,Queensland pushes for use of mining camps for Covid-19 quarantine,0
covid_65,65,1.0,1.0,1.0,Beware all those using a positive presidential Covid test to gloat and score political points. Using fear to push funding for horrendous lockdowns and massive gov’t surveillance will backfire.,1
covid_66,66,1.0,0.0,1.0,"The CDC admits that the flu poses a higher risk to children than COVID. Yet we never forced kids to wear masks during flu season, or put them behind glass barriers, or shut down schools for months. The disparity is indefensible. We do LESS for the disease that is deadlier to kids",0
covid_67,67,0.0,0.0,0.0,"Here’s the math: If the goal is to reach 80% of Americans vaccinated with a 2-dose #covid19 vaccine, it will take 10 years at our current pace. We are at 1 million vaccinations a week. To get to herd immunity by June 2021, we need to be at 3.5 million vaccinations a day.",0
covid_68,68,1.0,1.0,1.0,The biggest threat posed by this pandemic is government dependency. \n \nWe can't move forward when job-killing shutdown orders are still in effect. \n \nReopen the economy!,1
covid_69,69,0.0,0.0,0.0,Moderna says first analysis of Covid-19 vaccine is 94.5% effective.,0
covid_70,70,0.0,0.0,0.0,"Disneyland distributes 100,000 COVID-19 vaccines amid park closure",0
covid_71,71,0.0,0.0,0.0,"A list obtained by WaPo shows Trump interacted w/ 207 ppl at Bedminster the day he tested positive. He didn't wear a mask on plane/helicopter after Hicks' infection. Aides say Trump, others infected were around thousands. And now, little contact tracing.",0
covid_72,72,0.0,0.0,0.0,@jodispissed8645 @maartenvda @Urtoez75_2 @let_america @hank_ering @oliwymom @RhondaResisting @TheOCBeaches @Gemini21BLM @paxtonkempf @LadyDay711 @jillmcmullon @JanetDu80953171 @VampireKat @JennyWearAMask @coralgableswang @QuinnLeone4 @ava_unity @pranster @Amberdev4real @MarthaVotesBlue @MichaelChrisLA @azgrl007 @AndersIwie @MimiBme919 @mousekerdoodle @xsambob @juliepanther16 @ATrumpest Same... I started crying when I typed mine out. I’m glad you feel lighter!,0
covid_73,73,0.0,0.0,0.0,"I can’t get over the moment where Karen Pence showed up on stage without her mask on as a slap in the face to the 200,000 people who died on her husband’s watch as head of the coronavirus task force.",0
covid_74,74,0.0,0.0,0.0,"Joe Biden takes the first major step towards bringing Covid-19 under control. He asks that we all wear masks. Finally, a President who cares whether we live or die.",0
covid_75,75,0.0,0.0,0.0,"Remember when Trump declared doctors are profiting off of #covid? 1700 healthcare workers have died of #covid. If you know a frontline health care worker, give them all the love and support you can. They are doing the work with a sense of hopelessness, b/c people don’t mask.",0
covid_76,76,0.0,0.0,0.0,"@IngrahamAngle Just wear a mask, wash your hands and try and keep a distance when you can, it’s really that simple. Not sure where the source of your hysteria stems from but maybe switch the channel and get on with it Laura",0
covid_77,77,0.0,0.0,0.0,STEFANIK SAYS ‘NO’: Rep Drafts Bill to Stop Gitmo Prisoners from Getting CoVID Vaccine Before Americans,0
covid_78,78,1.0,0.0,0.0,Suggesting “Covid Vaccine Passports” when the vaccine doesn’t stop Covid or transmission is truly a test to see how stupid people really are and how far they can take this,0
covid_79,79,1.0,1.0,1.0,"FACT: the vast majority of health, emotional, physical, psychological and financial hardships now faced by citizens are not due to COVID19, but are rather due to the ongoing catastrophic lockdowns, restrictions and policies imposed by our unaccountable and irrational governments.",1
covid_80,80,0.0,0.0,0.0,"Today, I'm announcing key COVID-19 priorities for the first 100 days of my administration: \n \n- Everyone wears a mask \n- 100 million vaccinations \n- Reopen the majority of schools \n \nWith these steps, we can change the course of the disease and change life in America for the better.",0
covid_81,81,0.0,0.0,0.0,"To schedule a COVID-19 vaccine appointment through the State of Florida registration system, call 866-200-3468 or visit . All eligible will be contacted when appointments are available. You can also follow @LeeCountyFLBOCC for updates and information.",0
covid_82,82,0.0,0.0,0.0,Why did an active COVID patient just remove his mask before walking indoors into the White House?,0
covid_83,83,0.0,0.0,0.0,There’s only one candidate who truly trusts science: Joe Biden. #wearamask,0
covid_84,84,0.0,1.0,1.0,Flu of 1918. Covid 19.,1
covid_85,85,0.0,0.0,0.0,🙋‍♂️Raise your hand if you are absolutely Livid that Trump KNEW that coronavirus was 5x deadlier than the flu and Lied about it from the very fcking beginning.,0
covid_86,86,1.0,1.0,1.0,"Did you know: \n \nAccording to the CDC—2,380 Americans under 35 have died with the China Virus \n \nThe latest data shows that 17,350 under 35 die from opioid overdoses every year \n \nLockdowns do nothing to stop the virus but they will increase opioid deaths \n \nSo why are we locking down?",1
covid_87,87,0.0,0.0,0.0,GOP county chair in Arkansas dies from COVID-19 – his committee hosted a maskless gathering last month,0
covid_88,88,1.0,1.0,0.0,"My neighbor’s teen grandsons have been back to school 2 weeks. Both are sick. Tested for Covid. Negative. They are suffering from a bacterial infection, the doc said, as a result of wearing masks to school 8 + hours a day.",1
covid_89,89,1.0,1.0,1.0,"Lockdowns have failed. Everyone can see it. The virus has spread at record levels despite all the mask mania, social distancing mantra and mass business closures. \n \nThose who demanded you comply will never admit it, but they were wrong. \n \nAnd they made everything worse.",1
covid_90,90,0.0,0.0,0.0,A nurse held the phone to my mom’s ear so I could speak to her for what is probably the last time about 20 minutes ago. She is dying alone &amp; scared from something that didn’t have to happen. Put the ads back up NOW @JoeBiden #Covid_19 #WearADamnMask #TrumpKilledMyMom,0
covid_91,91,0.0,0.0,0.0,First thing Orange Mussolini does upon returning to the White House is take off his mask \n \nCall it like it is. This man is a bio terrorist. RT if you agree \n \n#COVIDIOT #TrumpCovid19,0
covid_92,92,1.0,1.0,1.0,"BUFFALO NY: Business Owners Stand Up, Fight back and Kick out Sheriff &amp; Health Dept !🙌 \n \nChant “WE WILL NOT COMPLY” \n \n➖If every biz owner would do this lockdowns would be over. #FIGHTBACK #LockdownChaos @TeamTrump @realDonaldTrump @DonaldJTrumpJr @catturd2 @RealJamesWoods",1
covid_95,95,0.0,0.0,0.0,A #COVIDー19 thing happened on the way from attending mask-less Donald Trump rallies ...,0
covid_100,100,1.0,1.0,1.0,"\n#RecallGavinNewsom""",1
covid_101,101,0.0,0.0,0.0,Trump is lying dangerously about lockdowns and the coronavirus on Twitter. His lies have consequences. And he just doesn't seem to care.,0
covid_102,102,0.0,0.0,0.0,Dawning realization that nine months into the pandemic. senior WH officials think that if you test negative it means that you definitely have not caught the virus and can do whatever you want and don't need to quarantine if you've been in contact with someone with COVID.,0
covid_103,103,1.0,0.0,0.0,Gavin Newsom Says California Will Stay On Lockdown Until Scientists Discover Cure For Death,0
covid_104,104,0.0,0.0,0.0,I finally figured out how to get Trump to wear a mask!! \n. \n. \nTell him it was made from Ivanka's underwear.,0
covid_105,105,0.0,0.0,0.0,As a retired military officer and also disaster professional who has long worked on pandemic plans...I still have no idea why the military is involved in the pandemic response or vaccine development/distribution. We have federal agencies and plans for this. This is ridiculous.,0
covid_106,106,1.0,1.0,1.0,It’s not patriotic to wear a mask. It’s patriotic to tell the government to fuck off.,1
covid_107,107,1.0,1.0,1.0,"@lilpumpjetski24 @NeeltheRealDeal @GavinNewsom No one wants people dying, but lockdowns won’t stop that. So stop locking down and ruing peoples lives. It’s that easy.",1
covid_108,108,0.0,0.0,0.0,Vaccine reserve was exhausted when Trump administration vowed to release it. \nWhere did the doses go? \nWhere did the money go? \nSomeone may want to check Kushner’s bank account before he leaves \n#CovidVaccine \n#Fresh \n#OneV1,0
covid_109,109,0.0,0.0,0.0,"C'mon Donald—you didn't read my book, everyone knows you don't read. \n \nThere are lessons to learn &amp; you still haven't. \n \nWith 8.2M+ Americans infected, you are the #1 super-spreader. \n \nEnjoy life in FL (POS rate 12%) in 2 weeks; NY (POS rate 1.1%) won't miss you​. \n \nPS- Wear a mask.",0
covid_110,110,0.0,1.0,0.0,Lockdowns just press pause on spread of virus. Press play &amp; it starts spreading again. Need to use the time to build up testing &amp; tracing. Test results have to be returned within 24 hours for system to work.,1
covid_111,111,0.0,0.0,0.0,"\Liberals push to relax rules protecting ballot integrity on the pretext of protecting society’s vulnerable from Covid-19. Then they target the elderly to harvest ballots. House Democrats want to mandate this nationwide.\"" via @WSJ""",0
covid_112,112,1.0,0.0,0.0,"Even after the vaccine, Democrats will still: \n \n-Make you wear a mask \n-Close restaurants \n-Limit gatherings \n-Impose curfews \n \nIt won’t affect them, of course. They don’t follow their rules.",0
covid_113,113,0.0,0.0,0.0,"Mitch wouldn't even allow a vote on hundreds of billions of dollars of COVID relief. He’s blocked money for schools, testing, vaccines &amp; unemployment insurance for 116 days. \n \nHis goal is clear: Do nothing, then point his finger in a desperate attempt to win this election.",0
covid_114,114,1.0,1.0,1.0,Lockdowns are not designed to keep Americans safe. They’re designed to bankrupt small businesses. \n \nWhat we are witnessing is the largest wealth transfer in history from the middle class to the tech oligarchs.,1
covid_116,116,1.0,1.0,1.0,"\nThink about this!""",1
covid_117,117,0.0,0.0,0.0,"Covid claimed the lives of 217 people in Florida today. Never forget that @marcorubio skipped to the front of the line to get his vaccine. I would have given mine to your grandmother, your aunt or a nurse working the front lines. Visit to take action.",0
covid_118,118,0.0,0.0,0.0,@christoq I'm not sure which side she's on to be honest. The BLM mask should be considered better at filtering her breath if it contains COVID. The Trump mask seems to be a spreader disguised as a COVID mask---fake protection.,0
covid_119,119,0.0,0.0,0.0,"If the belief is rooted in: \nRacism \nSexism \nHomophobia \nTransphobia \nAbleism \nAgeism \nAnti-semitism \nIslamaphobia \nDenying of science, masks, social distancing impacting public health \nSubverting democracy \n \nThen NO. \n \nThats what’s plaguing us. \n \n“Negative peace” solves nothing.",0
covid_120,120,1.0,1.0,1.0,"It's intended as psychological harm \nde-humanizing us, dominating us — a power trip for tyrants \n \nSadomasochists - or as some have termed it \nmask-ochists \n \n#MasksOff #MasksOffAmerica \n#InformedConsent NOT #Lockdown",1
covid_121,121,0.0,0.0,0.0,Half the States Base Giving COVID Vaccines on Minority Status Instead of Age,0
covid_122,122,0.0,0.0,0.0,"Tonight, @FLOTUS and I tested positive for COVID-19. We will begin our quarantine and recovery process immediately. We will get through this TOGETHER!",0
covid_123,123,1.0,1.0,1.0,Until EVERYONE carries a gun for MY protection!! I won’t wear a mask for yours!!💥,1
covid_124,124,0.0,1.0,0.0,Elderly NYC man dies just 25 minutes after receiving COVID vaccine via @MailOnline,1
covid_125,125,1.0,1.0,1.0,@tracybeanz I think all of the lockdowns have caused more of an epidemic of weak spines than infections.,1
covid_126,126,0.0,0.0,0.0,"The message from scientists and doctors is clear: the vaccines which have been approved are safe, and they will save lives. \n \nEveryone who gets this vaccine is helping protect people around them and fighting the pandemic. \n \nAll of us should take that opportunity as soon as we can.",0
covid_127,127,0.0,0.0,0.0,"Home! Survived 11 days Hosp with COVID. I have blood clots in my lungs, heart problems, breathing issues, pain and weakness. 6mos to a year recovery. Outcome at this time is unknown. Medication horribly expensive. This is scary. I am still afraid. Wear a mask! Love you all!",0
covid_128,128,1.0,1.0,1.0,"Quarantines, lockdowns, mask mandates, mass censorship &amp; the most fraudulent election in modern history. \n \nCan you imagine what happens next if they get away with it?",1
covid_129,129,0.0,0.0,0.0,"Pay everyone $1500 to get vaccine \n \nIt is a stimulus check &amp; big vaccine incentive rolled into one \n \nResult: more people get vaccine, it saves lives, helps people financially, and the $400 B pays for itself w/ economic boost from ending pandemic \n \nRT if you agree #vaccinestimulus",0
covid_130,130,0.0,0.0,0.0,BREAKING: @presssec Baghdad Barbie has tested POSITIVE for Covid after speaking to reporters in the briefing room yesterday with NO mask on.,0
covid_131,131,0.0,0.0,0.0,"@realDonaldTrump So it's not so hard to post what the Atlanta Fed forecasts will be a 35% gain in GDP WHEN the BASE YOU'RE WORKING OFF is a 31.4% PLUNGE in the second quarter, as the U.S. economy shut down large swaths of activity to defend against the coronavirus spread.",0
covid_132,132,0.0,0.0,0.0,"Breaking: Fox News prez Jay Wallace \and several of the network's top anchors,\"" including @BretBaier and @MarthaMaccallum, \""have been advised to quarantine after being exposed to someone on a private flight who later tested positive for the coronavirus.\""""",0
covid_133,133,1.0,0.0,0.0,BREAKING: Dr. Fauci now says the COVID-19 vaccine will stop the spread of the virus and will protect those who are unvaccinated \n \nThis is the complete opposite of his previous position,0
covid_134,134,0.0,0.0,0.0,Wear a mask. Wash your hands. Vote out Donald Trump.,0
covid_135,135,0.0,1.0,0.0,"Husband, 74, and wife, 60, found love a week before lockdown",1
covid_136,136,0.0,0.0,0.0,"Covid is surging. We need to be especially careful now and double down on wearing masks, watching our distance, and washing our hands so that as many people as possible will still be around to get the vaccine when it's their turn.",0
covid_137,137,0.0,0.0,0.0,"Today I received my second dose of the COVID-19 vaccine during a visit to @NIH. When it becomes available to you, don’t wait — get vaccinated. It's safe, easy, and it saves lives.",0
covid_138,138,0.0,1.0,0.0,Second dose of the COVID vaccine is no joke. Feeling pretty icky!,1
covid_139,139,0.0,0.0,0.0,As we enter the “live testing” \nphase of the COVID vaccine... \nWhat is next?! \n👇👇👇👇,0
covid_141,141,1.0,0.0,0.0,It’s so interesting to see the media not even mention COVID-19 or social distancing when hundreds gather to celebrate Joe Biden’s “projected victory” but that same media just weeks ago said Trump rallies “could kill thousands” because of the lack of social distancing. \n \n🤔,0
covid_142,142,0.0,0.0,0.0,@VampireKat @ATrumpest @maartenvda @Urtoez75_2 @hank_ering @SalkaMandie @pranster @RhondaResisting @MarthaVotesBlue @macman747 @catsequalneko @coralgableswang @jodispissed8645 @bigdurtynerd @Amberdev4real @QuinnLeone4 @MrMoonl59091586 @ava_unity @bunnykittenpupp @oliwymom @P_flake @mousekerdoodle @MichaelChrisLA @azgrl007 @jillmcmullon @JennyWearAMask @AndersIwie @juliepanther16 @xsambob @MimiBme919 Hi Janey! 😂♥️,0
covid_143,143,0.0,0.0,0.0,I urge every American to: \n \n- Wear a mask \n- Stay socially distanced \n- Avoid large indoor gatherings \n \nWe can save countless lives if we step up together.,0
covid_144,144,0.0,0.0,0.0,"I remember when sheriffs and cops all around the US were saying they wouldnt enforce any lockdowns or mask mandates if they passed. They pick and choose what they enforce. Remember that when they carry out immoral acts and hide behind \we were just following the law\""""",0
covid_145,145,1.0,1.0,1.0,I'm still not going to wear a mask that does nothing to protect anyone from a virus with a survival rate of 99%.,1
covid_146,146,0.0,0.0,0.0,🚨BREAKING: Over 130 members of the Secret Service have been infected with Coronavirus or have been forced into quarantine as a direct result of Trump’s intentionally reckless campaign travel and events. \n \nDonald Trump remains America’s greatest national security threat.,0
covid_147,147,1.0,1.0,1.0,"The World Health Organization just admitted that I was right. Lockdowns are killing countries all over the world. The cure cannot be worse than the problem itself. Open up your states, Democrat governors. Open up New York. A long battle, but they finally did the right thing!",1
covid_148,148,0.0,0.0,0.0,The lockdowns opened so many eyes to the truth.,0
covid_149,149,0.0,0.0,0.0,"If it’s true that vaccinated people do not transmit #covid19, that would completely change things. Right now, our understanding is that the vaccine prevents the person who received it from becoming ill themselves but we don’t know if they could still be a carrier &amp; infect others",0
covid_150,150,1.0,1.0,1.0,"If Biden wins, he will lockdown America and bankrupt this country.",1
covid_151,151,1.0,1.0,1.0,@justin_hart There will be no lockdowns other than those done by certain Democrat governors!,1
covid_152,152,0.0,0.0,0.0,"Select CVS Pharmacy locations will offer around 570,000 COVID-19 vaccine doses in 17 states including the newly added states of Florida, Alabama, Arizona, Pennsylvania, Louisiana, and Ohio, CVS Health said on Wednesday in a press release. \n \nEligible peopl…",0
covid_153,153,0.0,0.0,0.0,Mitch McConnell is a traitor to this country. That he got the vaccine after willfully failing to protect us from Covid-19 is obscene. That he's continuing to block aid to Americans that would help them survive the catastrophes his party created is unconscionable.,0
covid_154,154,0.0,0.0,0.0,"@Jordanfabian @Acosta @VP Coronavirus updates: Millions for vaccine research misused, special counsel says; US could hit 500,000 deaths in 3 weeks",0
covid_155,155,0.0,0.0,0.0,BREAKING: Advocate Aurora now says an employee at its Grafton hospital intentionally removed the Moderna COVID-19 vaccine from a refrigerator resulting in nearly 500 doses having to be thrown away,0
covid_156,156,0.0,0.0,0.0,He has “influenced” me to continue wearing my mask. #WearAMask,0
