source_id,source_elections,source_speech_id,source_politician,source_date,source_location,source_paragraph,text,source_text_el,gt_criticism_or_agenda
agora_Androulakis_2023_05_08_Larisa_p10,1st Elections 2023-05-21,Androulakis_2023_05_08_Larisa,Androulakis,2023-05-08,Larisa,10,"We don't want Greece to be a huge hotel. We want the travellers who come to Greece to taste the products of Made in Greece: agri-food, processing, good wine, good oil, our well-processed livestock products.","Εμείς δεν θέλουμε την Ελλάδα ένα τεράστιο ξενοδοχείο. Εμείς θέλουμε οι ταξιδιώτες που έρχονται στην Ελλάδα να γεύονται τα προΐόντα του Made in Greece. Της αγροδιατροφής, της μεταποίησης, το καλό κρασί, το καλό λάδι, τα καλά μεταποιημένα κτηνοτροφικά μας προϊόντα.",political agenda
agora_Androulakis_2023_05_08_Larisa_p11,1st Elections 2023-05-21,Androulakis_2023_05_08_Larisa,Androulakis,2023-05-08,Larisa,11,"Friends, we owe it to each region to set up at least one agricultural park with subsidised infrastructure and to create a corresponding export body with the participation of cooperatives, businesses and networks. We must strengthen the cooperative schemes that can ensure better financing, better supply of inputs, cooperation with research centres and promotion of quality products on international markets. Agriculture needs to be based on the knowledge of modern times with farmer training and advisory services, the application of innovations in agricultural production and, of course, schools and institutes, agricultural schools to adequately train Greek farmers and their children free of charge. Reduction of taxes and concessions of public land and utilization of new activities for collective production schemes. This is the plan of the democratic party to make our farmers competitive people again who will produce wealth and their children will stay here in the Thessalian plain and in all of Greece. We will not allow the de-fellatinisation of Greek land. We will not allow our villages to have no Greeks, no inhabitants in the years to come.","Φίλες και φίλοι, έχουμε χρέος την χωροθέτηση σε κάθε περιφέρεια με επιδότηση των υποδομών ενός τουλάχιστον αγροτικού πάρκου και τη δημιουργία αντίστοιχου φορέα εξαγωγών με τη συμμετοχή συνεταιρισμών, επιχειρήσεων και δικτύων. Πρέπει να ενισχύσουμε τα συνεργατικά σχήματα που μπορούν να εξασφαλίσουν καλύτερη χρηματοδότηση, καλύτερη προμήθεια εφοδίων, συνεργασίες με ερευνητικά κέντρα και προώθηση ποιοτικών προϊόντων στις διεθνείς αγορές. Η γεωργία χρειάζεται να βασιστεί στη γνώση της σύγχρονης εποχής με εκπαίδευση των αγροτών και συμβουλευτικές υπηρεσίες, εφαρμογή καινοτομιών στην αγροτική παραγωγή και βέβαια, σχολές και ινστιτούτα, αγροτικές σχολές για να εκπαιδεύουν με επάρκεια δωρεάν τους Έλληνες αγρότες και τα παιδιά τους. Μείωση της φορολογίας και παραχωρήσεις δημόσιας γης και αξιοποίηση νέων δραστηριοτήτων για συλλογικά παραγωγικά σχήματα. Αυτό είναι το σχέδιο της δημοκρατικής παράταξης για να ξαναγίνουν οι αγρότες μας άνθρωποι ανταγωνιστικοί που θα παράξουν πλούτο και τα παιδιά τους θα μείνουν εδώ στο θεσσαλικό κάμπο και σε όλη την Ελλάδα. Δεν θα επιτρέψουμε τον αφελληνισμό της ελληνικής γης. Δεν θα επιτρέψουμε τα χωριά μας να μην έχουν Έλληνες, να μην έχουν κατοίκους τα επόμενα χρόνια.",political agenda
agora_Androulakis_2023_05_08_Larisa_p12,1st Elections 2023-05-21,Androulakis_2023_05_08_Larisa,Androulakis,2023-05-08,Larisa,12,"Friends, pensions, social housing and the welfare state. PASOK can guarantee them because it has put them into practice in the past. We are talking about a new ESAS. The old EKAS was abolished by Mr Tsipras. A new ESAS for 350,000 low pensioners. And of course, addressing the injustices created by the Katrougalos and Vroutsis laws by abolishing the personal differential and this is a commitment to dignity pensions.","Φίλες και φίλοι, συντάξεις, κοινωνική κατοικία και κοινωνικό κράτος. Το ΠΑΣΟΚ μπορεί να τα εγγυηθεί γιατί τα εχει κάνει πράξη στο παρελθόν. Εμείς μιλάμε για ένα νέο ΕΚΑΣ. Το παλιό ΕΚΑΣ το κατήργησε ο κύριος Τσίπρας. Ένα νέο ΕΚΑΣ για 350.000 χαμηλοσυνταξιούχους. Και βέβαια, την αντιμετώπιση των αδικιών που δημιούργησαν οι νόμοι Κατρούγκαλου και Βρούτση με κατάργηση της προσωπικής διαφοράς και αυτό είναι μια δέσμευση για συντάξεις αξιοπρέπειας.",political agenda
agora_Androulakis_2023_05_08_Larisa_p13,1st Elections 2023-05-21,Androulakis_2023_05_08_Larisa,Androulakis,2023-05-08,Larisa,13,"Friends, as I said before, for us demography is the great national issue. But it is not solved by benefits that do not even arrive in the first week of the month. We are providing comprehensive solutions of a strong welfare state. For young couples, the priority is to bring down the cost of living. What are the inelastic costs? First, rent. Rents have been galloping in recent years. So we propose to do what is happening in Portugal, Spain, Italy, Italy, Germany and Austria. That is, to have a pool of social housing, either newly built from the Recovery Fund, or with tax and reconstruction criteria with zero ENVAT to be included in the pool and rented for 15 years at a very low rent to your children and grandchildren to have families. This is a programme that does not create citizen-customers, like Mr Mitsotakis's programme, where very few people can take advantage of low-interest loans, but it is a programme that is used by 150,000 families and at the same time, through competition, it brings down rents overall in all the urban centres of the country.","Φίλες και φίλοι, όπως είπα και πριν, για μας το δημογραφικό είναι το μεγάλο εθνικό ζήτημα. Δεν λύνεται όμως με επιδόματα που δεν φτάνουν ούτε την πρώτη εβδομάδα του μήνα. Εμείς δίνουμε ολοκληρωμένες λύσεις ενός ισχυρού κοινωνικού κράτους. Για τα νέα ζευγάρια, προτεραιότητα είναι να πέσει το κόστος ζωής. Ποιες είναι οι ανελαστικές δαπάνες; Πρώτον, το ενοίκιο. Τα ενοίκια καλπάζουν τα τελευταία χρόνια. Εμείς λοιπόν, προτείνουμε να γίνει ό,τι συμβαίνει σε Πορτογαλία, Ισπανία, Ιταλία, Γερμανία και Αυστρία. Δηλαδή, να γίνει μια δεξαμενή κοινωνικών κατοικιών, είτε με νεόδμητα από το Ταμείο Ανάκαμψης, είτε με φορολογικά και ανακατασκευαστικά κριτήρια με μηδενικό ΕΝΦΙΑ να εντάσσονται στη δεξαμενή και να ενοικιάζονται για 15 χρόνια με πολύ χαμηλό ενοίκιο στα παιδιά σας και στα εγγόνια σας για να κάνουν οικογένειες. Αυτό είναι ένα πρόγραμμα που δεν δημιουργεί πολίτες-πελάτες, όπως το πρόγραμμα του κυρίου Μητσοτάκη, που και ελάχιστοι μπορούν να αξιοποιήσουν τα χαμηλότοκα δάνεια, αλλά είναι ένα πρόγραμμα που αξιοποιείται από 150.000 οικογένειες και παράλληλα μέσω του ανταγωνισμού ρίχνει συνολικά τα ενοίκια σε όλα τα αστικά κέντρα της χώρας.",political agenda
agora_Androulakis_2023_05_08_Larisa_p14,1st Elections 2023-05-21,Androulakis_2023_05_08_Larisa,Androulakis,2023-05-08,Larisa,14,"Friends, if Mr Mitsotakis believed this, he could have done it, but he did not. He chose the 150€ pass before the elections. And you will tell me why he didn't believe them? If he believed them, he would have done what Costa did. 26,000 newly built houses were put by the Portuguese in the Recovery Fund, 20,000 by the Spanish, 11,000 by the Italians and Mr Mitsotakis giving the 150 euro pass, 70 houses in Athens and 30 in Thessaloniki. This is contempt for the youth of our country.","Φίλες και φίλοι, αν τα πίστευε αυτά ο κύριος Μητσοτάκης, μπορούσε να τα κάνει, αλλά δεν τα έκανε. Επιλεγεί πριν τις εκλογές το pass των 150€. Και θα μου πείτε γιατί δεν τα πίστευε; Αν τα πίστευε, Θα έκανε αυτό που έκανε ο Costa. 26.000 κατοικίες έβαλαν οι Πορτογάλοι νεόδμητες στο Ταμείο Ανάκαμψης, 20.000 έβαλαν οι Ισπανοί, 11.000 Ιταλοί και ο κύριος Μητσοτάκης που δίνει τα pass των 150€, 70 σπίτια στην Αθήνα και 30 στη Θεσσαλονίκη. Αυτή είναι η περιφρόνηση για τα νιάτα της πατρίδας μας.",criticism
agora_Androulakis_2023_05_08_Larisa_p15,1st Elections 2023-05-21,Androulakis_2023_05_08_Larisa,Androulakis,2023-05-08,Larisa,15,"And of course, the Greek mother. We have a duty to safeguard the economic and social position of the Greek mother, so I pledge that in the coming years no child will be left out of nurseries throughout Greece.","Και βέβαια, η Ελληνίδα μάνα. Έχουμε χρέος να διαφυλάξουμε την οικονομική και κοινωνική θέση της Ελληνίδας μάνας για αυτό δεσμεύομαι ότι κανένα παιδί τα επόμενα χρόνια δεν θα μείνει εκτός βρεφονηπιακών σταθμών σε όλη την Ελλάδα.",political agenda
agora_Androulakis_2023_05_08_Larisa_p16,1st Elections 2023-05-21,Androulakis_2023_05_08_Larisa,Androulakis,2023-05-08,Larisa,16,"Friends. Private debt. Rents are galloping but not only rents and debts. Millions of euros in debts to tax offices, to the National Social Insurance Fund, to banks. I did not come to Larissa to tell you about Seisachthia. I did not come to Larissa to tell you that you will pay loans and taxes. I came here to speak the language of truth, because when you go to a poor man whose house is in danger and tell him about Seisakhthia, you should be ashamed after five years, not asking Mr Tsipras to become Prime Minister again. And of course, Mr Mitsotakis completely abolished the protection of the first home that the government of George Papandreou achieved in 2010. So what do we say? Firstly, we restore the protection of the first home with modern objective economic criteria, based on the amount of repayment of the borrower, so that no one is at risk of losing their home after the next election, as a result of the Supreme Court's decision in January. We do not want any middle-class Greek or weak Greek to be held hostage by the banks in the coming years. Arrangements for all these people, arrangements of a second chance of dignity. Redeeming solutions, not hostage-taking and blackmail. And of course, what happens now with the funds? They have taken out billions in loans. What are we going to do? Are we going to let people be held hostage and blackmailed with negotiations under the table? But they came to Greece for one reason and one reason only. They took 10-15% of the value to sell it for 20-25% and then go and destroy another society, in another country. Are we going to let our society, our economy, our archipelago of small and medium enterprises close down one after another? No. That is why we propose that the transfer negotiations be conducted within the framework of the negotiations that the banking system is formally conducting, so that priority is given to regulation and not to the elimination of the borrower by the crows. Also, the Swiss franc. 80,000, Greek families are being held hostage because of Swiss franc loans. We propose that one third of the interest rate increase should be borne by the borrower and two thirds by the banks and finally, if the Bank continues, after the billions we have given them for capital adequacy, to have the largest difference in Europe between the interest rate on mortgages and the interest rate on deposits, to tax their excess profits in order to stop the obscenity of these monopolies at the expense of the Greek people. Friends, we have a debt. PASOK is here, united and strong, not only to grow as a party, but for every progressive democratic Greek throughout Greece to find a home. Here is the genuine home of hope and perspective, of social justice and national dignity. And of course 120 instalments of payments to EFKA and the tax authorities for all. New Democracy was telling us, what are you talking about? We did it 15 days ago. So I am asking today and here from Larissa tomorrow morning to take a walk in the market and take a poll. How many people you know have been able to join the 120 instalment scheme? To understand the audacity of Mr Mitsotakis? So we say 120 instalments for everyone, including the National Social Security Fund and the tax authorities, and whoever keeps to the end of the arrangement, 30% reduction from the initial capital.","Φίλες και φίλοι. Ιδιωτικό χρέος. Τα ενοίκια καλπάζουν αλλά όχι μόνο τα ενοίκια και τα χρέη. Εκατομμύρια ευρώ χρέη σε εφορίες, σε ΕΦΚΑ, σε τράπεζες. Εγώ δεν ήρθα στη Λάρισα να σας πω για Σεισάχθεια. Δεν ήρθα στη Λάρισα να σας πω ότι θα πληρώνετε δάνεια κι εφορίες. Ήρθα να μιλήσω τη γλώσσα της αλήθειας, διότι όταν πας σε ένα χαροκαμένο άνθρωπο που κινδυνεύει το σπίτι του και του λες Σεισάχθεια, έπρεπε να ντρέπεσαι μετά από 5 χρόνια και όχι να ζητάς κύριε Τσίπρα να ξαναγίνεις πρωθυπουργός. Και βέβαια, ο κύριος Μητσοτάκης κατήργησε εντελώς την προστασία της πρώτης κατοικίας που πέτυχε η κυβέρνηση του Γιώργου Παπανδρέου το 2010. Εμείς λοιπόν τι λέμε; Πρώτον. Επαναφέρουμε την προστασία της πρώτης κατοικίας με σύγχρονα αντικειμενικά οικονομικά κριτήρια, βάσει του ποσού αποπληρωμής του δανειολήπτη, ώστε κανείς να μην κινδυνεύσει από την απόφαση του Αρείου Πάγου του Γενάρη να χάσει το σπίτι του μετά τις επόμενες εκλογές. Δεν θέλουμε κανέναν Έλληνα της μεσαίας τάξης ή έναν Έλληνα αδύναμο να είναι όμηρος των τραπεζών τα επόμενα χρόνια. Ρυθμίσεις για όλους αυτούς τους ανθρώπους, ρυθμίσεις μιας δεύτερης ευκαιρίας αξιοπρέπειας. Λυτρωτικές λύσεις και όχι ομηρία και εκβιασμοί. Και βέβαια, τι θα γίνει τώρα με τα funds; Έχουν πάρει δισεκατομμύρια δάνεια. Τι θα κάνουμε; Θα αφήσουμε τους ανθρώπους σε ομηρία και εκβιασμό με διαπραγματεύσεις κάτω από το τραπέζι; Μα αυτοί ήρθαν στην Ελλάδα για ένα και μόνο λόγο. Τα πήρανε 10-15% της αξίας να τα πουλήσουν 20-25% και να πάνε να καταστρέψουν μετά άλλη κοινωνία, σε άλλη χώρα. Εμείς θα αφήσουμε την κοινωνία μας, την οικονομία μας, το αρχιπέλαγος των μικρομεσαίων επιχειρήσεων να κλείνουν η μία μετά την άλλη; Όχι. Γι αυτό προτείνουμε οι διαπραγματεύσεις μεταφοράς να γίνουν στο πλαίσιο των διαπραγματεύσεων που κάνει επίσημα το τραπεζικό σύστημα για να υπάρχει προτεραιότητα στη ρύθμιση και όχι στην εξόντωση του δανειολήπτη από τα κοράκια. Επίσης, το ελβετικό φράγκο. 80.000, ελληνικές οικογένειες είναι σε ομηρία λόγω των δανείων του ελβετικού φράγκου. Εμείς προτείνουμε το 1/3 της αύξησης του επιτοκίου να το σηκώσει ο δανειολήπτης και τα 2/3 οι τράπεζες και τέλος, εάν η Τράπεζα συνεχίσουν μετά τα δισεκατομμύρια που τους δώσαμε για κεφαλαιακή επάρκεια να έχουν τη μεγαλύτερη διαφορά πανευρωπαϊκά μεταξύ επιτοκίου στεγαστικών δανείων και επιτοκίου καταθέσεων, φορολόγηση των υπερκερδών τους για να σταματήσει η αισχροκέρδεια αυτών των μονοπωλίων εις βάρος του ελληνικού λαού. Φίλες και φίλοι, έχουμε χρέος. Το ΠΑΣΟΚ είναι εδώ ενωμένο δυνατό, όχι για να μεγαλώσει μόνο ως κόμμα, αλλά για να βρει σπίτι ο κάθε προοδευτικός δημοκράτης Έλληνας σε όλη την Ελλάδα. Εδώ είναι το γνήσιο σπίτι της ελπίδας και της προοπτικής, της κοινωνικής δικαιοσύνης και της εθνικής αξιοπρέπειας. Και βέβαια 120 δόσεις ρυθμίσεων προς ΕΦΚΑ και εφορία για όλους. Μας έλεγε η Νέα Δημοκρατία, τι το λέτε αυτό λέει; Το κάναμε πριν 15 μέρες. Ζητώ λοιπόν σήμερα και εδώ από τη Λάρισα αύριο το πρωί κάντε μια βόλτα στην αγορά και κάντε ένα γκάλοπ. Πόσοι γνωστοί σας είχαν τη δυνατότητα να ενταχθούν στη ρύθμιση των 120 δόσεων; Για να καταλάβετε το θράσος του κυρίου Μητσοτάκη; Εμείς λοιπόν λέμε 120 δόσεις για όλους και ΕΦΚΑ και εφορία και όποιος τηρεί μέχρι τέλος τη ρύθμισή του, 30% μείωση από το αρχικό κεφάλαιο.",political agenda
agora_Androulakis_2023_05_08_Larisa_p17,1st Elections 2023-05-21,Androulakis_2023_05_08_Larisa,Androulakis,2023-05-08,Larisa,17,"Friends. We have a duty to revive one of the greatest children of PASOK. The national health care system is collapsing. The Greek people pay the third highest private health care costs in Europe. We are third after Lithuania and Bulgaria and with very low wages. Do you know? Mr Mitsotakis gave an interview the other day and said that our health is doing very well. On the same day, Mrs Gaga issued a circular saying that we are not covering on-call duties, so come and let us cover on-call duties from other specialities because there is not enough staff. On the same day. And of course Mrs. Ganga withdrew the circular not because the problem was solved, but because she didn't want to crush Mr. Mitsotakis' narrative.","Φίλες και φίλοι. Έχουμε χρέος να αναγεννήσουμε ένα από τα μεγαλύτερα παιδιά του ΠΑΣΟΚ. Το εθνικό σύστημα υγείας καταρρέει. Ο ελληνικός λαός πληρώνει τις τρίτες περισσότερες ιδιωτικές δαπάνες υγείας σε όλη την Ευρώπη. Είμαστε τρίτοι μετά τη Λιθουανία και τη Βουλγαρία και με πολύ χαμηλούς μισθούς. Ξέρετε; Ο κύριος Μητσοτάκης προχθές έκανε μια συνέντευξη και έλεγε ότι πάει πολύ καλά η υγεία μας. Την ίδια μέρα η κυρία Γκάγκα έβγαλε μια εγκύκλιο και έλεγε ότι δεν καλύπτουμε τις εφημερίες ελάτε και από άλλες ειδικότητες να καλύψουμε τις εφημερίες γιατί δεν υπάρχει επάρκεια προσωπικού. Την ίδια μέρα. Και βέβαια η κυρία Γκάγκα απέσυρε την εγκύκλιο όχι γιατί λύθηκε το πρόβλημα, αλλά γιατί δεν ήθελε να τσαλακώσει το αφήγημα του κυρίου Μητσοτάκη.",criticism
agora_Androulakis_2023_05_08_Larisa_p18,1st Elections 2023-05-21,Androulakis_2023_05_08_Larisa,Androulakis,2023-05-08,Larisa,18,"So we come to solve the issue of the NHS. How? But the Recovery Fund was not for many reasons, it was for health, the green transition, digital convergence. Those were the priorities of the Recovery Fund that was done because of the pandemic. Europe gave 32 billion to Greece because of the pandemic. Of the 32, 21 of them were subsidies. What did the other countries do? It's not just the Greek public health system that has a problem. The Portuguese gave 8%, the Italians 11%, we gave 2% for services and another 2% for the energy upgrade of buildings. This is Mr Mitsotakis's belief in the public social good of health care, and we will stand in the way of the privatisation of health care that will further impoverish the weakest Greeks. That is why I am committing from the Recovery Fund 8 to 10% of the resources to go to the NHS. Second commitment, strong primary health care throughout Greece, an extensive network in every city, in every village to have services close to the citizen for the citizen, when a country has such issues of an ageing population and of course staffing of the NHS. Financial incentives for all health professionals to keep our doctors in Greece and not to travel to Germany, Belgium and France. And of course, let us end the mockery of heavy and unhealthy work. I pledge after the elections as a government to include all our health workers in the heavy and unhealthy so that they have real solutions and not the applause of the mockery.","Εμείς λοιπόν, ερχόμαστε να λύσουμε το θέμα του ΕΣΥ. Πώς; Μα το Ταμείο Ανάκαμψης δεν έγινε για πολλούς λόγους, έγινε για την υγεία, την πράσινη μετάβαση, την ψηφιακή σύγκλιση. Αυτές ήταν οι προτεραιότητες του Ταμείου Ανάκαμψης που έγινε λόγω της πανδημίας. Η Ευρώπη έδωσε 32 δισ. στην Ελλάδα λόγω της πανδημίας. Από τα 32 τα 21 επιδοτήσεις. Τι κάνανε τα άλλα κράτη; Δεν έχει μόνο το ελληνικό σύστημα δημόσιας υγείας πρόβλημα. Οι Πορτογάλοι δώσανε 8%, οι Ιταλοί 11%, εμείς 2% για τις υπηρεσίες και άλλο 2% για την ενεργειακή αναβάθμιση των κτιρίων. Αυτή είναι η πίστη του κυρίου Μητσοτάκη στο δημόσιο κοινωνικό αγαθό της υγείας και εμείς θα μπούμε εμπόδιο στην ιδιωτικοποίηση της υγείας που θα φτωχοποιήσει περαιτέρω τους πιο αδύναμους Έλληνες. Γι αυτό δεσμεύομαι από το Ταμείο Ανάκαμψης 8 ως 10% των πόρων να πάνε στο ΕΣΥ. Δεύτερη δέσμευση, ισχυρή πρωτοβάθμια φροντίδα υγείας σε όλη την Ελλάδα, εκτεταμένο δίκτυο σε κάθε πόλη, σε κάθε χωριό να υπάρχουν υπηρεσίες κοντά στον πολίτη για τον πολίτη, όταν μια χώρα έχει τέτοια ζητήματα γήρανσης του πληθυσμού και βέβαια στελέχωση του ΕΣΥ. Οικονομικά κίνητρα σε όλους τους υγειονομικούς για να μείνουν οι γιατροί μας στην Ελλάδα και όχι να ταξιδεύουν στη Γερμανία, στο Βέλγιο και στη Γαλλία. Και βέβαια, ας τελειώσει η κοροϊδία με τα βαρέα και ανθυγιεινά. Δεσμεύομαι μετά τις εκλογές ως κυβέρνηση να εντάξουμε στα βαρέα και ανθυγιεινά όλους τους υγειονομικούς μας για να έχουν πραγματικά λύσεις και όχι τα χειροκροτήματα της κοροϊδίας.",political agenda
agora_Androulakis_2023_05_08_Larisa_p19,1st Elections 2023-05-21,Androulakis_2023_05_08_Larisa,Androulakis,2023-05-08,Larisa,19,"Friends. I cannot close without commenting. PASOK is everywhere, but it will go everywhere in the next 15 days from all of you. From you I expect you to take the struggle and the agony of our people into your hands. Together, each and every one of you individually to take the word of progress, the word of dignity, the word of change close to the citizen. Friends, in closing, I want you to think about what we are historically, why we are the democratic party? I am not saying that there are no democrats and people who are fighters in other parties. For God's sake, we are not arrogant. But this party is the democratic party because since its foundation and I am not only talking about Andreas Papandreou. I am talking about the pioneer, the first founder, Eleftherios Venizelos. From Eleftherios Venizelos to Andreas Papandreou, a century of a democratic party, fighting for human rights, for democracy, for democracy, for the rule of law, for the people, and always standing up to the domestic elites against the foreign powers that have been attacking our national interests. So this party with its deep historical social roots and now, just before the elections, has shown its true character, its true values.","Φίλες και φίλοι. Δεν μπορώ κλείνοντας να μην σχολιάσω. Το ΠΑΣΟΚ είναι παντού, αλλά θα πάει και παντού τις επόμενες 15 μέρες από όλους εσάς. Από εσάς περιμένω να πάρετε τον αγώνα και την αγωνία του λαού μας στα χέρια σας. Όλοι μαζί, η καθεμία και ο καθένας ξεχωριστά να πάμε το λόγο της προόδου, της αξιοπρέπειας, τον λόγο της αλλαγής κοντά στον πολίτη. Φίλες και φίλοι, κλείνοντας θέλω να σκεφτείτε τι είμαστε εμείς ιστορικά, γιατί εμείς είμαστε η δημοκρατική παράταξη; Δεν λέω ότι δεν υπάρχουν δημοκράτες και άνθρωποι αγωνιστές σε άλλα κόμματα. Προς Θεού, δεν είμαστε εμείς αλαζόνες. Όμως, αυτή η παράταξη είναι η δημοκρατική παράταξη γιατί από την ίδρυσή της και δεν μιλώ μόνο για τον Ανδρέα Παπανδρέου. Μιλώ για τον πρωτεργάτη, για τον πρώτο ιδρυτή, τον Ελευθέριο Βενιζέλο. Από τον Ελευθέριο Βενιζέλο μέχρι τον Ανδρέα Παπανδρέου, ένας αιώνας δημοκρατική παράταξη, έδινε αγώνα για τα ανθρώπινα δικαιώματα, για τη δημοκρατία, για το κράτος δικαίου, για το λαό και στάθηκε πάντα απέναντι στις εγχώριες ελίτ απέναντι στις ξένες δυνάμεις που επιβουλεύονται τα εθνικά μας συμφέροντα. Αυτή λοιπόν, η παράταξη με τη βαθιά ιστορική κοινωνική ρίζα και τώρα λίγο πριν τις εκλογές έδειξε τον πραγματικό της χαρακτήρα, τις πραγματικές της αξίες.",political agenda
agora_Androulakis_2023_05_08_Larisa_p20,1st Elections 2023-05-21,Androulakis_2023_05_08_Larisa,Androulakis,2023-05-08,Larisa,20,"On the issue of Golden Dawn. I cannot imagine that there are young people in our country who would consider voting for Mr Kasidiaris' party. The party that praises Hitler, the man who bloodied Greece, the party that painted its hands with the blood of Pavlos Fyssa and the immigrants. Their place is and will be in darkness and in prison. But here are some questions that all democrats must ask the Greek people every day until the next elections. Why did Mr Mitsotakis allow the murderers, the neo-Nazis, to campaign for three years from within the prisons? In what other European state would a gang - apart from ideology - campaign from inside the prison? In what other country would they wait 2 months before an election to legislate? We said from the beginning, and with the late Fofi Gennimata, that there had to be a law to prevent murderers from participating in our democracy. But Mr Mitsotakis had second thoughts; what are those second thoughts? As long as he was seeing Golden Dawn below 3%, he tells you a big remainder, low bar for self-reliance. As soon as he saw Golden Dawn going above 3%, I say to you, whoa, they're getting into parliament. Small remainder, self-reliance bar goes up. This is Mr Mitsotakis' code of opportunism even on these huge issues of democracy in our country. And of course Mr. Tsipras, who has the audacity to want to fish for votes in murky waters. And he doesn't vote, he didn't vote for the law that would have prevented the murderous neo-Nazis from participating in the political system. Mr Varoufakis, who had even more nerve. What did Mr Varoufakis say? He said, I wish they did not exist, but since they do exist, we cannot ban them from participating. And I ask you, in which European country do parties of murderers, apart from ideologies, participate? So that's the left, that's the right. That is why we have a one-way street: the rebirth of PASOK and the democratic party with the principles and values of 3 September, the principles that made the Greek people live through the years of post-independence, the years of democracy, the rule of law and the separation of powers.","Στο θέμα της Χρυσής Αυγής. Δεν μπορώ να διανοηθώ ότι υπάρχουν νέοι άνθρωποι στον τόπο μας που σκεφτόταν να ψηφίσουν το κόμμα του κυρίου Κασιδιάρη. Το κόμμα που υμνεί το Χίτλερ, τον άνθρωπο που αιματοκύλισε την Ελλάδα, το κόμμα που έβαψε τα χέρια του με το αίμα του Παύλου Φύσσα και των μεταναστών. Η θέση τους είναι και θα είναι στο σκοτάδι και στη φυλακή. Όμως, εδώ πρέπει να μπουν κάποια ερωτήματα που πρέπει να βάλουμε όλοι οι δημοκράτες στον ελληνικό λαό κάθε μέρα μέχρι τις επόμενες εκλογές. Γιατί ο κύριος Μητσοτάκης επέτρεψε στους δολοφόνους, στους νεοναζιστές, 3 χρόνια να κάνουν εκστρατεία μέσα από τις φυλακές; Σε ποιο άλλο ευρωπαϊκό κράτος μια συμμορία -πέρα από ιδεολογία- θα έκανε προεκλογική εκστρατεία μέσα από τις φυλακές; Σε ποια άλλη χώρα θα περίμεναν 2 μήνες πριν τις εκλογές για να νομοθετήσουν; Εμείς εξ αρχής, και με την αείμνηστη Φώφη Γεννηματά, είπαμε ότι έπρεπε να υπάρξει νόμος που θα εμποδίσει τους δολοφόνους να συμμετέχουν στη δημοκρατία μας. Ο κύριος Μητσοτάκης είχε όμως δεύτερες σκέψεις, ποιες είναι αυτές οι δεύτερες σκέψεις; Όσο έβλεπε τη Χρυσή Αυγή κάτω από το 3%, σου λέει μεγάλο υπόλοιπο, χαμηλός ο πήχης της αυτοδυναμίας. Μόλις είδε τη Χρυσή Αυγή να πηγαίνει πάνω από 3%, σου λέω ώπα, μπαίνουν στη Βουλή. Μικρό υπόλοιπο, ανεβαίνει ο πήχης αυτοδυναμίας. Αυτός είναι ο κώδικας του οπορτουνισμού του κυρίου Μητσοτάκη ακόμη σε αυτά τα τεράστια ζητήματα δημοκρατίας στη χώρα μας. Και βέβαια ο κύριος Τσίπρας, ο οποίος έχει το θράσος να θέλει να ψαρέψει ψήφους στα θολά νερά. Και δεν ψηφίζει, δεν ψήφισε το νόμο που έμπαινε εμπόδιο στο να συμμετέχουν οι δολοφόνοι νεοναζιστές στο πολιτικό σύστημα. Ο κύριος Βαρουφάκης, ο οποίος είχε ακόμη μεγαλύτερο θράσος. Τι είπε ο κύριος Βαρουφάκης; Λέει, μακάρι να μην υπήρχαν, αλλά αφού υπάρχουν, δεν μπορούμε να τους απαγορεύσουμε τη συμμετοχή. Και ερωτώ εγώ, σε ποια ευρωπαϊκή χώρα συμμετέχουν κόμματα δολοφόνων πέρα από ιδεολογίες; Αυτή λοιπόν είναι η Αριστερά, αυτή είναι και η Δεξιά. Για αυτό έχουμε ένα μονόδρομο, την αναγέννηση του ΠΑΣΟΚ και της δημοκρατικής παράταξης με τις αρχές και τις αξίες της 3ης του Σεπτέμβρη, τις αρχές που έκαναν τον ελληνικό λαό να ζήσει τα χρόνια της μεταπολίτευσης, τα χρόνια της δημοκρατίας, του κράτους δικαίου και της διάκρισης των εξουσιών.",criticism
